areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage
E12000009,South West,region,2021-04-07,60.45,11.19
E12000009,South West,region,2021-04-06,60.35,10.36
E12000009,South West,region,2021-04-05,60.28,10.06
E12000009,South West,region,2021-04-04,60.27,9.96
E12000009,South West,region,2021-04-03,60.26,9.88
E12000009,South West,region,2021-04-02,60.16,9.53
E12000009,South West,region,2021-04-01,60.1,9.01
E12000009,South West,region,2021-03-31,59.93,8.05
E12000009,South West,region,2021-03-30,59.65,7.32
E12000009,South West,region,2021-03-29,59.4,6.74
E12000009,South West,region,2021-03-28,59.13,6.48
E12000009,South West,region,2021-03-27,58.84,6.32
E12000009,South West,region,2021-03-26,58.03,5.79
E12000009,South West,region,2021-03-25,57.45,5.19
E12000009,South West,region,2021-03-24,56.92,4.73
E12000009,South West,region,2021-03-23,56.27,4.31
E12000009,South West,region,2021-03-22,55.64,3.99
E12000009,South West,region,2021-03-21,55.0,3.87
E12000009,South West,region,2021-03-20,54.39,3.81
E12000009,South West,region,2021-03-19,52.67,3.64
E12000009,South West,region,2021-03-18,51.34,3.4
E12000009,South West,region,2021-03-17,50.25,3.14
E12000009,South West,region,2021-03-16,49.27,2.89
E12000009,South West,region,2021-03-15,48.43,2.72
E12000009,South West,region,2021-03-14,47.84,2.65
E12000009,South West,region,2021-03-13,47.46,2.6
E12000009,South West,region,2021-03-12,46.27,2.52
E12000009,South West,region,2021-03-11,45.6,2.4
E12000009,South West,region,2021-03-10,45.32,2.27
E12000009,South West,region,2021-03-09,44.9,2.12
E12000009,South West,region,2021-03-08,44.61,2.02
E12000009,South West,region,2021-03-07,44.28,1.97
E12000009,South West,region,2021-03-06,44.08,1.95
E12000009,South West,region,2021-03-05,43.19,1.89
E12000009,South West,region,2021-03-04,42.47,1.78
E12000009,South West,region,2021-03-03,41.66,1.65
E12000009,South West,region,2021-03-02,40.94,1.56
E12000009,South West,region,2021-03-01,40.55,1.5
E12000009,South West,region,2021-02-28,40.2,1.46
E12000009,South West,region,2021-02-27,39.91,1.42
E12000009,South West,region,2021-02-26,39.05,1.38
E12000009,South West,region,2021-02-25,38.07,1.34
E12000009,South West,region,2021-02-24,37.06,1.29
E12000009,South West,region,2021-02-23,36.1,1.25
E12000009,South West,region,2021-02-22,35.47,1.22
E12000009,South West,region,2021-02-21,35.17,1.2
E12000009,South West,region,2021-02-20,35.03,1.2
E12000009,South West,region,2021-02-19,34.28,1.19
E12000009,South West,region,2021-02-18,33.58,1.19
E12000009,South West,region,2021-02-17,32.72,1.18
E12000009,South West,region,2021-02-16,31.78,1.17
E12000009,South West,region,2021-02-15,31.18,1.16
E12000009,South West,region,2021-02-14,30.71,1.16
E12000009,South West,region,2021-02-13,30.32,1.16
E12000009,South West,region,2021-02-12,29.17,1.15
E12000009,South West,region,2021-02-11,28.13,1.15
E12000009,South West,region,2021-02-10,27.04,1.14
E12000009,South West,region,2021-02-09,26.25,1.14
E12000009,South West,region,2021-02-08,25.4,1.14
E12000009,South West,region,2021-02-07,24.79,1.14
E12000009,South West,region,2021-02-06,24.15,1.14
E12000009,South West,region,2021-02-05,22.84,1.14
E12000009,South West,region,2021-02-04,21.87,1.13
E12000009,South West,region,2021-02-03,20.93,1.13
E12000009,South West,region,2021-02-02,20.06,1.13
E12000009,South West,region,2021-02-01,19.39,1.12
E12000009,South West,region,2021-01-31,18.81,1.12
E12000009,South West,region,2021-01-30,18.26,1.11
E12000009,South West,region,2021-01-29,17.02,1.11
E12000009,South West,region,2021-01-28,15.91,1.1
E12000009,South West,region,2021-01-27,15.17,1.1
E12000009,South West,region,2021-01-26,14.62,1.1
E12000009,South West,region,2021-01-25,14.05,1.1
E12000009,South West,region,2021-01-24,13.57,1.1
E12000009,South West,region,2021-01-23,13.15,1.1
E12000009,South West,region,2021-01-22,11.91,1.1
E12000009,South West,region,2021-01-21,10.8,1.1
E12000009,South West,region,2021-01-20,10.17,1.1
E12000009,South West,region,2021-01-19,9.45,1.1
E12000009,South West,region,2021-01-18,8.81,1.1
E12000009,South West,region,2021-01-17,8.52,1.1
E12000009,South West,region,2021-01-16,8.18,1.09
E12000009,South West,region,2021-01-15,7.49,1.09
E12000009,South West,region,2021-01-14,6.72,1.09
E12000009,South West,region,2021-01-13,6.11,1.09
E12000009,South West,region,2021-01-12,5.55,1.08
E12000009,South West,region,2021-01-11,5.13,1.08
E12000009,South West,region,2021-01-10,4.89,1.07
E12000009,South West,region,2021-01-09,4.68,0.92
E12000009,South West,region,2021-01-08,4.27,0.73
E12000009,South West,region,2021-01-07,3.71,0.62
E12000009,South West,region,2021-01-06,3.27,0.39
E12000009,South West,region,2021-01-05,3.08,0.18
E12000009,South West,region,2021-01-04,2.97,0.06
E12000009,South West,region,2021-01-03,2.92,0.04
E12000009,South West,region,2021-01-02,2.85,0.03
E12000009,South West,region,2021-01-01,2.74,0.02
E12000009,South West,region,2020-12-31,2.69,0.02
E12000009,South West,region,2020-12-30,2.44,0.01
E12000009,South West,region,2020-12-29,2.2,
E12000009,South West,region,2020-12-28,2.13,
E12000009,South West,region,2020-12-27,2.09,
E12000009,South West,region,2020-12-26,2.07,
E12000009,South West,region,2020-12-25,2.07,
E12000009,South West,region,2020-12-24,2.07,
E12000009,South West,region,2020-12-23,2.03,
E12000009,South West,region,2020-12-22,1.89,
E12000009,South West,region,2020-12-21,1.72,
E12000009,South West,region,2020-12-20,1.54,
E12000009,South West,region,2020-12-19,1.3,
E12000009,South West,region,2020-12-18,1.03,
E12000009,South West,region,2020-12-17,0.86,
E12000009,South West,region,2020-12-16,0.57,
E12000009,South West,region,2020-12-15,0.29,
E12000009,South West,region,2020-12-14,0.15,
E12000009,South West,region,2020-12-13,0.13,
E12000009,South West,region,2020-12-12,0.12,
E12000009,South West,region,2020-12-11,0.06,
E12000009,South West,region,2020-12-10,0.04,
E12000009,South West,region,2020-12-09,0.02,
E12000009,South West,region,2020-12-08,0.01,
