Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200716,S92000003,Male,,0 to 14,,0,72,16.33834906,0,0,0,7301,1656.753979
20200716,S92000003,Male,,0 to 59,,4,3405,168.6720728,0,90,4.458292672,69679,3451.659723
20200716,S92000003,Male,,15 to 19,,0,71,49.23478056,0,0,0,2621,1817.526195
20200716,S92000003,Male,,20 to 24,,0,191,110.2122307,0,0,0,5631,3249.241209
20200716,S92000003,Male,,25 to 44,,3,1329,187.595015,0,12,1.69386018,29542,4170.001454
20200716,S92000003,Male,,45 to 64,,1,2273,314.4802014,0,133,18.40117325,32010,4428.733501
20200716,S92000003,Male,,60+,,1,3577,553.285218,0,1250,193.3482031,38692,5984.822939
20200716,S92000003,Male,,65 to 74,,0,913,325.5609954,0,263,93.78153538,13238,4720.456142
20200716,S92000003,Male,,75 to 84,,1,1231,823.5435789,0,510,341.191897,11736,7851.427654
20200716,S92000003,Male,,85plus,,0,902,1965.741185,0,422,919.6704877,6292,13712.24339
20200716,S92000003,Male,,Total,d,5,6990,262.2680672,0,1340,50.27742634,108383,4066.58082
20200716,S92000003,Total,d,0 to 14,,1,153,17.79504298,0,0,0,14063,1635.631957
20200716,S92000003,Total,d,0 to 59,,14,10206,251.5434331,0,137,3.376587335,178305,4394.616093
20200716,S92000003,Total,d,15 to 19,,0,203,71.95519637,0,0,0,6410,2272.082802
20200716,S92000003,Total,d,20 to 24,,1,760,222.3815306,0,0,0,15607,4566.721774
20200716,S92000003,Total,d,25 to 44,,9,4236,295.9536926,0,18,1.257593595,76110,5317.524916
20200716,S92000003,Total,d,45 to 64,,6,6049,404.6289174,0,205,13.71283321,84056,5622.662965
20200716,S92000003,Total,d,60+,,7,8236,584.6736838,0,2413,171.2988828,88931,6313.212163
20200716,S92000003,Total,d,65 to 74,,2,1653,281.9553682,0,407,69.4227676,26223,4472.907211
20200716,S92000003,Total,d,75 to 84,,2,2584,756.6484923,0,875,256.2180459,25779,7548.622865
20200716,S92000003,Total,d,85plus,,0,2804,2185.315367,0,1045,814.4274458,18988,14798.41947
20200716,S92000003,Total,d,Total,d,21,18450,337.5411636,0,2550,46.65203074,267274,4889.754848
20200717,S92000003,Female,,0 to 14,,0,81,19.32671453,0,0,0,6805,1623.682622
20200717,S92000003,Female,,0 to 59,,2,6789,333.015965,0,47,2.30545741,109474,5369.949883
20200717,S92000003,Female,,15 to 19,,0,132,95.71251441,0,0,0,3816,2766.96178
20200717,S92000003,Female,,20 to 24,,0,569,337.7796774,0,0,0,10066,5975.554012
20200717,S92000003,Female,,25 to 44,,0,2897,400.7669492,0,6,0.830031652,46932,6492.507581
20200717,S92000003,Female,,45 to 64,,2,3771,488.3639613,0,72,9.324371576,52453,6792.934198
20200717,S92000003,Female,,60+,,1,4656,610.9057701,0,1163,152.5952343,50626,6642.550584
20200717,S92000003,Female,,65 to 74,,0,739,241.6422518,0,144,47.08590562,13118,4289.395208
20200717,S92000003,Female,,75 to 84,,0,1353,704.5774098,0,365,190.0744675,14149,7368.119565
20200717,S92000003,Female,,85plus,,1,1903,2308.765544,0,623,755.8386412,12761,15481.95329
20200717,S92000003,Female,,Total,d,3,11445,408.6349984,0,1210,43.2021274,160112,5716.676878
20200717,S92000003,Male,,0 to 14,,0,72,16.33834906,0,0,0,7358,1669.688505
20200717,S92000003,Male,,0 to 59,,3,3408,168.8206825,0,90,4.458292672,70423,3488.514943
20200717,S92000003,Male,,15 to 19,,0,71,49.23478056,0,0,0,2641,1831.395147
20200717,S92000003,Male,,20 to 24,,0,191,110.2122307,0,0,0,5695,3286.170962
20200717,S92000003,Male,,25 to 44,,1,1330,187.73617,0,12,1.69386018,29873,4216.723764
20200717,S92000003,Male,,45 to 64,,2,2275,314.7569108,0,133,18.40117325,32345,4475.082321
20200717,S92000003,Male,,60+,,2,3579,553.5945751,0,1250,193.3482031,39107,6049.014543
20200717,S92000003,Male,,65 to 74,,0,913,325.5609954,0,263,93.78153538,13383,4772.160791
20200717,S92000003,Male,,75 to 84,,2,1233,824.8815863,0,510,341.191897,11871,7941.743156
20200717,S92000003,Male,,85plus,,0,902,1965.741185,0,422,919.6704877,6364,13869.15399
20200717,S92000003,Male,,Total,d,5,6995,262.4556696,0,1340,50.27742634,109542,4110.067042
20200717,S92000003,Total,d,0 to 14,,0,153,17.79504298,0,0,0,14170,1648.076856
20200717,S92000003,Total,d,0 to 59,,5,10211,251.6666663,0,137,3.376587335,180135,4439.719413
20200717,S92000003,Total,d,15 to 19,,0,203,71.95519637,0,0,0,6462,2290.514675
20200717,S92000003,Total,d,20 to 24,,0,760,222.3815306,0,0,0,15782,4617.928048
20200717,S92000003,Total,d,25 to 44,,1,4237,296.0235589,0,18,1.257593595,76919,5374.046762
20200717,S92000003,Total,d,45 to 64,,4,6053,404.8964848,0,205,13.71283321,84904,5679.38727
20200717,S92000003,Total,d,60+,,3,8239,584.8866538,0,2413,171.2988828,89806,6375.328418
20200717,S92000003,Total,d,65 to 74,,0,1653,281.9553682,0,407,69.4227676,26513,4522.373065
20200717,S92000003,Total,d,75 to 84,,2,2586,757.2341335,0,875,256.2180459,26043,7625.927509
20200717,S92000003,Total,d,85plus,,1,2805,2186.094723,0,1045,814.4274458,19148,14923.11649
20200717,S92000003,Total,d,Total,d,8,18458,337.6875229,0,2550,46.65203074,269979,4939.242591
20200718,S92000003,Female,,0 to 14,,1,82,19.56531594,0,0,0,6840,1632.033671
20200718,S92000003,Female,,0 to 59,,8,6797,333.4083833,0,47,2.30545741,109951,5393.347823
20200718,S92000003,Female,,15 to 19,,1,133,96.43760922,0,0,0,3834,2780.013487
20200718,S92000003,Female,,20 to 24,,3,572,339.5605896,0,0,0,10122,6008.797706
20200718,S92000003,Female,,25 to 44,,2,2899,401.0436265,0,6,0.830031652,47131,6520.036964
20200718,S92000003,Female,,45 to 64,,1,3772,488.4934665,0,72,9.324371576,52676,6821.813849
20200718,S92000003,Female,,60+,,1,4657,611.0369784,0,1163,152.5952343,50933,6682.831527
20200718,S92000003,Female,,65 to 74,,0,739,241.6422518,0,144,47.08590562,13212,4320.131841
20200718,S92000003,Female,,75 to 84,,1,1354,705.0981617,0,365,190.0744675,14238,7414.46649
20200718,S92000003,Female,,85plus,,0,1903,2308.765544,0,623,755.8386412,12831,15566.87898
20200718,S92000003,Female,,Total,d,9,11454,408.9563366,0,1210,43.2021274,160896,5744.669
20200718,S92000003,Male,,0 to 14,,0,72,16.33834906,0,0,0,7409,1681.261502
20200718,S92000003,Male,,0 to 59,,2,3410,168.9197557,0,90,4.458292672,70810,3507.685601
20200718,S92000003,Male,,15 to 19,,0,71,49.23478056,0,0,0,2656,1841.796861
20200718,S92000003,Male,,20 to 24,,1,192,110.7892581,0,0,0,5735,3309.252057
20200718,S92000003,Male,,25 to 44,,1,1331,187.877325,0,12,1.69386018,30043,4240.720116
20200718,S92000003,Male,,45 to 64,,0,2275,314.7569108,0,133,18.40117325,32510,4497.910844
20200718,S92000003,Male,,60+,,2,3581,553.9039322,0,1250,193.3482031,39408,6095.57279
20200718,S92000003,Male,,65 to 74,,1,914,325.9175792,0,263,93.78153538,13490,4810.315256
20200718,S92000003,Male,,75 to 84,,1,1234,825.5505901,0,510,341.191897,11968,8006.636517
20200718,S92000003,Male,,85plus,,0,902,1965.741185,0,422,919.6704877,6407,13962.86449
20200718,S92000003,Male,,Total,d,4,6999,262.6057514,0,1340,50.27742634,110230,4135.881123
20200718,S92000003,Total,d,0 to 14,,1,154,17.91135045,0,0,0,14256,1658.079298
20200718,S92000003,Total,d,0 to 59,,10,10221,251.9131325,0,137,3.376587335,181000,4461.038742
20200718,S92000003,Total,d,15 to 19,,1,204,72.30965547,0,0,0,6495,2302.211825
20200718,S92000003,Total,d,20 to 24,,4,764,223.5519597,0,0,0,15878,4646.018346
20200718,S92000003,Total,d,25 to 44,,3,4240,296.2331579,0,18,1.257593595,77289,5399.897297
20200718,S92000003,Total,d,45 to 64,,1,6054,404.9633767,0,205,13.71283321,85293,5705.408208
20200718,S92000003,Total,d,60+,,3,8242,585.0996238,0,2413,171.2988828,90415,6418.561331
20200718,S92000003,Total,d,65 to 74,,1,1654,282.1259401,0,407,69.4227676,26714,4556.658019
20200718,S92000003,Total,d,75 to 84,,2,2588,757.8197748,0,875,256.2180459,26229,7680.392145
20200718,S92000003,Total,d,85plus,,0,2805,2186.094723,0,1045,814.4274458,19261,15011.18376
20200718,S92000003,Total,d,Total,d,13,18471,337.9253568,0,2550,46.65203074,271453,4966.209294
20200719,S92000003,Female,,0 to 14,,0,82,19.56531594,0,0,0,6897,1645.633952
20200719,S92000003,Female,,0 to 59,,9,6806,333.8498539,0,47,2.30545741,110616,5425.967593
20200719,S92000003,Female,,15 to 19,,1,134,97.16270402,0,0,0,3875,2809.742374
20200719,S92000003,Female,,20 to 24,,0,572,339.5605896,0,0,0,10228,6071.72327
20200719,S92000003,Female,,25 to 44,,5,2904,401.7353195,0,6,0.830031652,47395,6556.558357
20200719,S92000003,Female,,45 to 64,,3,3775,488.8819819,0,72,9.324371576,52924,6853.931129
20200719,S92000003,Female,,60+,,0,4657,611.0369784,0,1163,152.5952343,51227,6721.406763
20200719,S92000003,Female,,65 to 74,,0,739,241.6422518,0,144,47.08590562,13333,4359.697081
20200719,S92000003,Female,,75 to 84,,0,1354,705.0981617,0,365,190.0744675,14312,7453.002135
20200719,S92000003,Female,,85plus,,0,1903,2308.765544,0,623,755.8386412,12879,15625.11374
20200719,S92000003,Female,,Total,d,9,11463,409.2776747,0,1210,43.2021274,161855,5778.909364
20200719,S92000003,Male,,0 to 14,,1,73,16.56527057,0,0,0,7478,1696.919087
20200719,S92000003,Male,,0 to 59,,7,3417,169.2665118,0,90,4.458292672,71367,3535.277479
20200719,S92000003,Male,,15 to 19,,1,72,49.92822817,0,0,0,2674,1854.278918
20200719,S92000003,Male,,20 to 24,,1,193,111.3662854,0,0,0,5815,3355.414248
20200719,S92000003,Male,,25 to 44,,2,1333,188.159635,0,12,1.69386018,30279,4274.0327
20200719,S92000003,Male,,45 to 64,,2,2277,315.0336202,0,133,18.40117325,32705,4524.890008
20200719,S92000003,Male,,60+,,1,3582,554.0586108,0,1250,193.3482031,39685,6138.418752
20200719,S92000003,Male,,65 to 74,,1,915,326.274163,0,263,93.78153538,13593,4847.043386
20200719,S92000003,Male,,75 to 84,,0,1234,825.5505901,0,510,341.191897,12063,8070.19187
20200719,S92000003,Male,,85plus,,0,902,1965.741185,0,422,919.6704877,6445,14045.67842
20200719,S92000003,Male,,Total,d,8,7007,262.9059152,0,1340,50.27742634,111064,4167.173193
20200719,S92000003,Total,d,0 to 14,,1,155,18.02765792,0,0,0,14382,1672.73404
20200719,S92000003,Total,d,0 to 59,,16,10237,252.3074785,0,137,3.376587335,182225,4491.230855
20200719,S92000003,Total,d,15 to 19,,2,206,73.01857366,0,0,0,6554,2323.124911
20200719,S92000003,Total,d,20 to 24,,1,765,223.844567,0,0,0,16064,4700.4433
20200719,S92000003,Total,d,25 to 44,,7,4247,296.722222,0,18,1.257593595,77790,5434.900318
20200719,S92000003,Total,d,45 to 64,,5,6059,405.297836,0,205,13.71283321,85738,5735.175089
20200719,S92000003,Total,d,60+,,1,8243,585.1706138,0,2413,171.2988828,90986,6459.096624
20200719,S92000003,Total,d,65 to 74,,1,1655,282.296512,0,407,69.4227676,26938,4594.866127
20200719,S92000003,Total,d,75 to 84,,0,2588,757.8197748,0,875,256.2180459,26398,7729.878831
20200719,S92000003,Total,d,85plus,,0,2805,2186.094723,0,1045,814.4274458,19347,15078.20842
20200719,S92000003,Total,d,Total,d,17,18488,338.2363703,0,2550,46.65203074,273249,4999.066959
20200720,S92000003,Female,,0 to 14,,0,82,19.56531594,0,0,0,6984,1666.392275
20200720,S92000003,Female,,0 to 59,,7,6813,334.1932199,0,47,2.30545741,112009,5494.297427
20200720,S92000003,Female,,15 to 19,,0,134,97.16270402,0,0,0,3954,2867.024864
20200720,S92000003,Female,,20 to 24,,0,572,339.5605896,0,0,0,10417,6183.920738
20200720,S92000003,Female,,25 to 44,,5,2909,402.4270126,0,6,0.830031652,47982,6637.76312
20200720,S92000003,Female,,45 to 64,,2,3777,489.1409923,0,72,9.324371576,53524,6931.634226
20200720,S92000003,Female,,60+,,0,4657,611.0369784,0,1163,152.5952343,51837,6801.443816
20200720,S92000003,Female,,65 to 74,,0,739,241.6422518,0,144,47.08590562,13506,4416.265565
20200720,S92000003,Female,,75 to 84,,0,1354,705.0981617,0,365,190.0744675,14480,7540.488465
20200720,S92000003,Female,,85plus,,0,1903,2308.765544,0,623,755.8386412,12999,15770.70064
20200720,S92000003,Female,,Total,d,7,11470,409.5276044,0,1210,43.2021274,163859,5850.460656
20200720,S92000003,Male,,0 to 14,,1,74,16.79219208,0,0,0,7560,1715.526651
20200720,S92000003,Male,,0 to 59,,5,3422,169.5141947,0,90,4.458292672,72450,3588.925601
20200720,S92000003,Male,,15 to 19,,0,72,49.92822817,0,0,0,2738,1898.659566
20200720,S92000003,Male,,20 to 24,,0,193,111.3662854,0,0,0,5951,3433.889972
20200720,S92000003,Male,,25 to 44,,4,1337,188.7242551,0,12,1.69386018,30767,4342.916347
20200720,S92000003,Male,,45 to 64,,1,2278,315.1719749,0,133,18.40117325,33121,4582.445557
20200720,S92000003,Male,,60+,,1,3583,554.2132894,0,1250,193.3482031,40168,6213.128498
20200720,S92000003,Male,,65 to 74,,0,915,326.274163,0,263,93.78153538,13732,4896.608532
20200720,S92000003,Male,,75 to 84,,0,1234,825.5505901,0,510,341.191897,12239,8187.936525
20200720,S92000003,Male,,85plus,,0,902,1965.741185,0,422,919.6704877,6510,14187.33383
20200720,S92000003,Male,,Total,d,6,7013,263.131038,0,1340,50.27742634,112630,4225.930245
20200720,S92000003,Total,d,0 to 14,,1,156,18.14396539,0,0,0,14551,1692.390002
20200720,S92000003,Total,d,0 to 59,,12,10249,252.6032379,0,137,3.376587335,184702,4552.28054
20200720,S92000003,Total,d,15 to 19,,0,206,73.01857366,0,0,0,6697,2373.812562
20200720,S92000003,Total,d,20 to 24,,0,765,223.844567,0,0,0,16389,4795.540665
20200720,S92000003,Total,d,25 to 44,,9,4256,297.3510188,0,18,1.257593595,78866,5510.076469
20200720,S92000003,Total,d,45 to 64,,3,6062,405.4985117,0,205,13.71283321,86754,5803.137229
20200720,S92000003,Total,d,60+,,1,8244,585.2416038,0,2413,171.2988828,92079,6536.6887
20200720,S92000003,Total,d,65 to 74,,0,1655,282.296512,0,407,69.4227676,27250,4648.084563
20200720,S92000003,Total,d,75 to 84,,0,2588,757.8197748,0,875,256.2180459,26742,7830.609125
20200720,S92000003,Total,d,85plus,,0,2805,2186.094723,0,1045,814.4274458,19532,15222.38935
20200720,S92000003,Total,d,Total,d,13,18501,338.4742042,0,2550,46.65203074,276820,5064.398097
20200721,S92000003,Female,,0 to 14,,2,84,20.04251877,0,0,0,7056,1683.571577
20200721,S92000003,Female,,0 to 59,,10,6823,334.6837427,0,47,2.30545741,113480,5566.453338
20200721,S92000003,Female,,15 to 19,,0,134,97.16270402,0,0,0,4004,2903.279604
20200721,S92000003,Female,,20 to 24,,1,573,340.154227,0,0,0,10612,6299.680029
20200721,S92000003,Female,,25 to 44,,6,2915,403.2570442,0,6,0.830031652,48613,6725.054782
20200721,S92000003,Female,,45 to 64,,1,3778,489.2704974,0,72,9.324371576,54167,7014.906044
20200721,S92000003,Female,,60+,,1,4658,611.1681867,0,1163,152.5952343,52453,6882.268119
20200721,S92000003,Female,,65 to 74,,1,740,241.9692372,0,144,47.08590562,13709,4482.643612
20200721,S92000003,Female,,75 to 84,,0,1354,705.0981617,0,365,190.0744675,14633,7620.163516
20200721,S92000003,Female,,85plus,,0,1903,2308.765544,0,623,755.8386412,13139,15940.55202
20200721,S92000003,Female,,Total,d,11,11481,409.920351,0,1210,43.2021274,165946,5924.9754
20200721,S92000003,Male,,0 to 14,,0,74,16.79219208,0,0,0,7631,1731.638078
20200721,S92000003,Male,,0 to 59,,7,3429,169.8609508,0,90,4.458292672,73401,3636.034894
20200721,S92000003,Male,,15 to 19,,0,72,49.92822817,0,0,0,2787,1932.638499
20200721,S92000003,Male,,20 to 24,,0,193,111.3662854,0,0,0,6064,3499.094067
20200721,S92000003,Male,,25 to 44,,4,1341,189.2888751,0,12,1.69386018,31185,4401.919144
20200721,S92000003,Male,,45 to 64,,4,2282,315.7253936,0,133,18.40117325,33517,4637.234013
20200721,S92000003,Male,,60+,,1,3584,554.3679679,0,1250,193.3482031,40644,6286.755493
20200721,S92000003,Male,,65 to 74,,0,915,326.274163,0,263,93.78153538,13903,4957.584359
20200721,S92000003,Male,,75 to 84,,0,1234,825.5505901,0,510,341.191897,12370,8275.576012
20200721,S92000003,Male,,85plus,,0,902,1965.741185,0,422,919.6704877,6588,14357.32032
20200721,S92000003,Male,,Total,d,8,7021,263.4312017,0,1340,50.27742634,114057,4279.471952
20200721,S92000003,Total,d,0 to 14,,2,158,18.37658033,0,0,0,14694,1709.02197
20200721,S92000003,Total,d,0 to 59,,17,10266,253.0222305,0,137,3.376587335,187127,4612.0486
20200721,S92000003,Total,d,15 to 19,,0,206,73.01857366,0,0,0,6796,2408.904012
20200721,S92000003,Total,d,20 to 24,,1,766,224.1371743,0,0,0,16697,4885.663706
20200721,S92000003,Total,d,25 to 44,,10,4266,298.0496819,0,18,1.257593595,79916,5583.436095
20200721,S92000003,Total,d,45 to 64,,5,6067,405.832971,0,205,13.71283321,87795,5872.771665
20200721,S92000003,Total,d,60+,,2,8246,585.3835838,0,2413,171.2988828,93171,6614.209785
20200721,S92000003,Total,d,65 to 74,,1,1656,282.4670839,0,407,69.4227676,27624,4711.878457
20200721,S92000003,Total,d,75 to 84,,0,2588,757.8197748,0,875,256.2180459,27026,7913.770183
20200721,S92000003,Total,d,85plus,,0,2805,2186.094723,0,1045,814.4274458,19750,15392.28905
20200721,S92000003,Total,d,Total,d,19,18520,338.8218075,0,2550,46.65203074,280337,5128.74131
20200722,S92000003,Female,,0 to 14,,0,84,20.04251877,0,0,0,7142,1704.091298
20200722,S92000003,Female,,0 to 59,,5,6828,334.9290042,0,47,2.30545741,115022,5642.091962
20200722,S92000003,Female,,15 to 19,,1,135,97.88779883,0,0,0,4069,2950.410766
20200722,S92000003,Female,,20 to 24,,2,575,341.3415018,0,0,0,10805,6414.252047
20200722,S92000003,Female,,25 to 44,,2,2917,403.5337214,0,6,0.830031652,49269,6815.804909
20200722,S92000003,Female,,45 to 64,,1,3779,489.4000026,0,72,9.324371576,54829,7100.63846
20200722,S92000003,Female,,60+,,2,4660,611.4306033,0,1163,152.5952343,53008,6955.088716
20200722,S92000003,Female,,65 to 74,,0,740,241.9692372,0,144,47.08590562,13871,4535.615256
20200722,S92000003,Female,,75 to 84,,0,1354,705.0981617,0,365,190.0744675,14801,7707.649846
20200722,S92000003,Female,,85plus,,1,1904,2309.978769,0,623,755.8386412,13244,16067.94055
20200722,S92000003,Female,,Total,d,7,11488,410.1702806,0,1210,43.2021274,168043,5999.847186
20200722,S92000003,Male,,0 to 14,,1,75,17.0191136,0,0,0,7691,1745.253369
20200722,S92000003,Male,,0 to 59,,9,3438,170.3067801,0,90,4.458292672,74384,3684.729357
20200722,S92000003,Male,,15 to 19,,1,73,50.62167579,0,0,0,2845,1972.85846
20200722,S92000003,Male,,20 to 24,,3,196,113.0973676,0,0,0,6191,3572.376545
20200722,S92000003,Male,,25 to 44,,3,1344,189.7123402,0,12,1.69386018,31626,4464.168505
20200722,S92000003,Male,,45 to 64,,1,2283,315.8637483,0,133,18.40117325,33919,4692.852597
20200722,S92000003,Male,,60+,,0,3584,554.3679679,0,1250,193.3482031,41108,6358.526346
20200722,S92000003,Male,,65 to 74,,0,915,326.274163,0,263,93.78153538,14055,5011.785094
20200722,S92000003,Male,,75 to 84,,0,1234,825.5505901,0,510,341.191897,12499,8361.877492
20200722,S92000003,Male,,85plus,,0,902,1965.741185,0,422,919.6704877,6666,14527.3068
20200722,S92000003,Male,,Total,d,9,7030,263.7688859,0,1340,50.27742634,115504,4333.764068
20200722,S92000003,Total,d,0 to 14,,1,159,18.4928878,0,0,0,14840,1726.002861
20200722,S92000003,Total,d,0 to 59,,14,10280,253.3672832,0,137,3.376587335,189655,4674.355263
20200722,S92000003,Total,d,15 to 19,,2,208,73.72749185,0,0,0,6919,2452.502481
20200722,S92000003,Total,d,20 to 24,,5,771,225.6002107,0,0,0,17017,4979.298035
20200722,S92000003,Total,d,25 to 44,,5,4271,298.3990135,0,18,1.257593595,81016,5660.289037
20200722,S92000003,Total,d,45 to 64,,2,6069,405.9667547,0,205,13.71283321,88860,5944.011505
20200722,S92000003,Total,d,60+,,2,8248,585.5255639,0,2413,171.2988828,94193,6686.761571
20200722,S92000003,Total,d,65 to 74,,0,1656,282.4670839,0,407,69.4227676,27939,4765.608609
20200722,S92000003,Total,d,75 to 84,,0,2588,757.8197748,0,875,256.2180459,27323,8000.737908
20200722,S92000003,Total,d,85plus,,1,2806,2186.874079,0,1045,814.4274458,19934,15535.69063
20200722,S92000003,Total,d,Total,d,16,18536,339.1145262,0,2550,46.65203074,283887,5193.688255
20200723,S92000003,Female,,0 to 14,,1,85,20.28112019,0,0,0,7222,1723.179412
20200723,S92000003,Female,,0 to 59,,13,6841,335.5666839,0,47,2.30545741,116471,5713.168724
20200723,S92000003,Female,,15 to 19,,0,135,97.88779883,0,0,0,4139,3001.167403
20200723,S92000003,Female,,20 to 24,,1,576,341.9351392,0,0,0,10954,6502.704018
20200723,S92000003,Female,,25 to 44,,8,2925,404.6404303,0,6,0.830031652,49923,6906.278359
20200723,S92000003,Female,,45 to 64,,4,3783,489.9180232,0,72,9.324371576,55449,7180.93166
20200723,S92000003,Female,,60+,,1,4661,611.5618116,0,1163,152.5952343,53511,7021.086483
20200723,S92000003,Female,,65 to 74,,0,740,241.9692372,0,144,47.08590562,14022,4584.99006
20200723,S92000003,Female,,75 to 84,,0,1354,705.0981617,0,365,190.0744675,14929,7774.306098
20200723,S92000003,Female,,85plus,,0,1904,2309.978769,0,623,755.8386412,13344,16189.26297
20200723,S92000003,Female,,Total,d,14,11502,410.67014,0,1210,43.2021274,169995,6069.541858
20200723,S92000003,Male,,0 to 14,,0,75,17.0191136,0,0,0,7779,1765.222463
20200723,S92000003,Male,,0 to 59,,9,3447,170.7526093,0,90,4.458292672,75309,3730.550698
20200723,S92000003,Male,,15 to 19,,0,73,50.62167579,0,0,0,2894,2006.837393
20200723,S92000003,Male,,20 to 24,,1,197,113.674395,0,0,0,6297,3633.541448
20200723,S92000003,Male,,25 to 44,,6,1350,190.5592703,0,12,1.69386018,32034,4521.759751
20200723,S92000003,Male,,45 to 64,,2,2285,316.1404577,0,133,18.40117325,34253,4739.063062
20200723,S92000003,Male,,60+,,0,3584,554.3679679,0,1250,193.3482031,41449,6411.271736
20200723,S92000003,Male,,65 to 74,,0,915,326.274163,0,263,93.78153538,14179,5056.001483
20200723,S92000003,Male,,75 to 84,,0,1234,825.5505901,0,510,341.191897,12607,8434.129894
20200723,S92000003,Male,,85plus,,0,902,1965.741185,0,422,919.6704877,6715,14634.09319
20200723,S92000003,Male,,Total,d,9,7039,264.1065701,0,1340,50.27742634,116770,4381.26498
20200723,S92000003,Total,d,0 to 14,,1,160,18.60919527,0,0,0,15008,1745.542516
20200723,S92000003,Total,d,0 to 59,,22,10302,253.9095089,0,137,3.376587335,192032,4732.940285
20200723,S92000003,Total,d,15 to 19,,0,208,73.72749185,0,0,0,7038,2494.683114
20200723,S92000003,Total,d,20 to 24,,2,773,226.1854252,0,0,0,17273,5054.205498
20200723,S92000003,Total,d,25 to 44,,14,4285,299.3771418,0,18,1.257593595,82080,5734.626792
20200723,S92000003,Total,d,45 to 64,,6,6075,406.368106,0,205,13.71283321,89814,6007.826349
20200723,S92000003,Total,d,60+,,1,8249,585.5965539,0,2413,171.2988828,95037,6746.677135
20200723,S92000003,Total,d,65 to 74,,0,1656,282.4670839,0,407,69.4227676,28214,4812.515885
20200723,S92000003,Total,d,75 to 84,,0,2588,757.8197748,0,875,256.2180459,27559,8069.843575
20200723,S92000003,Total,d,85plus,,0,2806,2186.874079,0,1045,814.4274458,20083,15651.81473
20200723,S92000003,Total,d,Total,d,23,18559,339.5353092,0,2550,46.65203074,287109,5252.634468
20200724,S92000003,Female,,0 to 14,,0,85,20.28112019,0,0,0,7300,1741.790322
20200724,S92000003,Female,,0 to 59,,6,6847,335.8609976,0,47,2.30545741,117607,5768.89212
20200724,S92000003,Female,,15 to 19,,0,135,97.88779883,0,0,0,4191,3038.872333
20200724,S92000003,Female,,20 to 24,,1,577,342.5287766,0,0,0,11083,6579.283242
20200724,S92000003,Female,,25 to 44,,3,2928,405.0554461,0,6,0.830031652,50430,6976.416034
20200724,S92000003,Female,,45 to 64,,2,3785,490.1770336,0,72,9.324371576,55943,7244.90721
20200724,S92000003,Female,,60+,,0,4661,611.5618116,0,1163,152.5952343,54023,7088.265125
20200724,S92000003,Female,,65 to 74,,0,740,241.9692372,0,144,47.08590562,14158,4629.460082
20200724,S92000003,Female,,75 to 84,,0,1354,705.0981617,0,365,190.0744675,15080,7852.939645
20200724,S92000003,Female,,85plus,,0,1904,2309.978769,0,623,755.8386412,13445,16311.7986
20200724,S92000003,Female,,Total,d,6,11508,410.8843654,0,1210,43.2021274,171643,6128.382441
20200724,S92000003,Male,,0 to 14,,0,75,17.0191136,0,0,0,7852,1781.787733
20200724,S92000003,Male,,0 to 59,,3,3450,170.9012191,0,90,4.458292672,76117,3770.576259
20200724,S92000003,Male,,15 to 19,,0,73,50.62167579,0,0,0,2923,2026.947374
20200724,S92000003,Male,,20 to 24,,0,197,113.674395,0,0,0,6373,3677.395529
20200724,S92000003,Male,,25 to 44,,1,1351,190.7004253,0,12,1.69386018,32406,4574.269417
20200724,S92000003,Male,,45 to 64,,4,2289,316.6938764,0,133,18.40117325,34580,4784.305044
20200724,S92000003,Male,,60+,,2,3586,554.6773251,0,1250,193.3482031,41869,6476.236732
20200724,S92000003,Male,,65 to 74,,0,915,326.274163,0,263,93.78153538,14337,5112.341721
20200724,S92000003,Male,,75 to 84,,0,1234,825.5505901,0,510,341.191897,12740,8523.107388
20200724,S92000003,Male,,85plus,,0,902,1965.741185,0,422,919.6704877,6775,14764.85202
20200724,S92000003,Male,,Total,d,5,7044,264.2941725,0,1340,50.27742634,117998,4427.340114
20200724,S92000003,Total,d,0 to 14,,0,160,18.60919527,0,0,0,15159,1763.104944
20200724,S92000003,Total,d,0 to 59,,9,10311,254.1313285,0,137,3.376587335,193995,4781.321606
20200724,S92000003,Total,d,15 to 19,,0,208,73.72749185,0,0,0,7119,2523.3943
20200724,S92000003,Total,d,20 to 24,,1,774,226.4780325,0,0,0,17480,5114.775204
20200724,S92000003,Total,d,25 to 44,,4,4289,299.6566071,0,18,1.257593595,82968,5796.668076
20200724,S92000003,Total,d,45 to 64,,6,6081,406.7694572,0,205,13.71283321,90644,6063.3466
20200724,S92000003,Total,d,60+,,2,8251,585.7385339,0,2413,171.2988828,95971,6812.9818
20200724,S92000003,Total,d,65 to 74,,0,1656,282.4670839,0,407,69.4227676,28509,4862.834598
20200724,S92000003,Total,d,75 to 84,,0,2588,757.8197748,0,875,256.2180459,27843,8153.004632
20200724,S92000003,Total,d,85plus,,0,2806,2186.874079,0,1045,814.4274458,20244,15777.29111
20200724,S92000003,Total,d,Total,d,11,18570,339.7365532,0,2550,46.65203074,290007,5305.653128
20200725,S92000003,Female,,0 to 14,,0,85,20.28112019,0,0,0,7361,1756.345008
