areaCode,areaName,areaType,date,age,cases,rollingSum,rollingRate,
E92000001,England,nation,01/05/2021,20_24,105,1032,29.6,
E92000001,England,nation,01/05/2021,25_29,103,1108,29.1,
E92000001,England,nation,01/05/2021,30_34,115,1127,29.6,
E92000001,England,nation,01/05/2021,35_39,132,1138,30.5,
E92000001,England,nation,01/05/2021,40_44,86,969,28.4,
E92000001,England,nation,01/05/2021,45_49,75,807,21.7,
E92000001,England,nation,01/05/2021,50_54,66,629,16.1,
E92000001,England,nation,01/05/2021,55_59,53,497,13.5,
E92000001,England,nation,01/05/2021,60+,86,967,7.2,
E92000001,England,nation,01/05/2021,60_64,33,371,11.9,
E92000001,England,nation,01/05/2021,65_69,12,215,7.7,
E92000001,England,nation,01/05/2021,70_74,12,155,5.6,
E92000001,England,nation,01/05/2021,75_79,17,85,4.4,
E92000001,England,nation,01/05/2021,80_84,5,60,4.2,
E92000001,England,nation,01/05/2021,85_89,2,41,4.7,
E92000001,England,nation,01/05/2021,90+,5,40,7.7,
E92000001,England,nation,01/05/2021,unassigned,2,69,,
E92000001,England,nation,30/04/2021,00_04,28,249,7.5,
E92000001,England,nation,30/04/2021,00_59,1266,10872,25.4,
E92000001,England,nation,30/04/2021,05_09,84,558,15.8,
E92000001,England,nation,30/04/2021,10_14,110,1480,44.1,
E92000001,England,nation,30/04/2021,15_19,123,1249,40.4,
E92000001,England,nation,30/04/2021,20_24,123,1043,29.9,
E92000001,England,nation,30/04/2021,25_29,162,1113,29.3,
E92000001,England,nation,30/04/2021,30_34,148,1132,29.7,
E92000001,England,nation,30/04/2021,35_39,136,1136,30.4,
E92000001,England,nation,30/04/2021,40_44,99,985,28.8,
E92000001,England,nation,30/04/2021,45_49,103,811,21.8,
E92000001,England,nation,30/04/2021,50_54,88,635,16.3,
E92000001,England,nation,30/04/2021,55_59,62,481,13.1,
E92000001,England,nation,30/04/2021,60+,138,1006,7.5,
E92000001,England,nation,30/04/2021,60_64,60,381,12.2,
E92000001,England,nation,30/04/2021,65_69,27,236,8.4,
E92000001,England,nation,30/04/2021,70_74,16,157,5.6,
E92000001,England,nation,30/04/2021,75_79,6,84,4.3,
E92000001,England,nation,30/04/2021,80_84,7,67,4.7,
E92000001,England,nation,30/04/2021,85_89,13,43,4.9,
E92000001,England,nation,30/04/2021,90+,9,38,7.3,
E92000001,England,nation,30/04/2021,unassigned,3,70,,
E92000001,England,nation,29/04/2021,00_04,33,261,7.9,
E92000001,England,nation,29/04/2021,00_59,1573,11024,25.7,
E92000001,England,nation,29/04/2021,05_09,83,550,15.5,
E92000001,England,nation,29/04/2021,10_14,236,1482,44.2,
E92000001,England,nation,29/04/2021,15_19,151,1259,40.7,
E92000001,England,nation,29/04/2021,20_24,153,1075,30.8,
E92000001,England,nation,29/04/2021,25_29,165,1125,29.6,
E92000001,England,nation,29/04/2021,30_34,157,1170,30.7,
E92000001,England,nation,29/04/2021,35_39,154,1173,31.4,
E92000001,England,nation,29/04/2021,40_44,146,1001,29.3,
E92000001,England,nation,29/04/2021,45_49,118,809,21.8,
E92000001,England,nation,29/04/2021,50_54,89,633,16.2,
E92000001,England,nation,29/04/2021,55_59,88,486,13.2,
E92000001,England,nation,29/04/2021,60+,143,1024,7.6,
E92000001,England,nation,29/04/2021,60_64,55,377,12.1,
E92000001,England,nation,29/04/2021,65_69,30,244,8.7,
E92000001,England,nation,29/04/2021,70_74,31,170,6.1,
E92000001,England,nation,29/04/2021,75_79,11,94,4.8,
E92000001,England,nation,29/04/2021,80_84,6,66,4.6,
E92000001,England,nation,29/04/2021,85_89,5,38,4.3,
E92000001,England,nation,29/04/2021,90+,5,35,6.8,
E92000001,England,nation,29/04/2021,unassigned,46,68,,
E92000001,England,nation,28/04/2021,00_04,38,267,8.1,
E92000001,England,nation,28/04/2021,00_59,1864,11146,26,
E92000001,England,nation,28/04/2021,05_09,85,549,15.5,
E92000001,England,nation,28/04/2021,10_14,316,1449,43.2,
E92000001,England,nation,28/04/2021,15_19,233,1296,41.9,
E92000001,England,nation,28/04/2021,20_24,191,1123,32.2,
E92000001,England,nation,28/04/2021,25_29,169,1140,30,
E92000001,England,nation,28/04/2021,30_34,175,1202,31.6,
E92000001,England,nation,28/04/2021,35_39,182,1178,31.6,
E92000001,England,nation,28/04/2021,40_44,185,980,28.7,
E92000001,England,nation,28/04/2021,45_49,127,830,22.3,
E92000001,England,nation,28/04/2021,50_54,92,654,16.7,
E92000001,England,nation,28/04/2021,55_59,71,478,13,
E92000001,England,nation,28/04/2021,60+,147,1062,7.9,
E92000001,England,nation,28/04/2021,60_64,47,393,12.6,
E92000001,England,nation,28/04/2021,65_69,41,259,9.3,
E92000001,England,nation,28/04/2021,70_74,24,160,5.8,
E92000001,England,nation,28/04/2021,75_79,18,101,5.2,
E92000001,England,nation,28/04/2021,80_84,8,73,5.1,
E92000001,England,nation,28/04/2021,85_89,3,39,4.4,
E92000001,England,nation,28/04/2021,90+,6,37,7.2,
E92000001,England,nation,28/04/2021,unassigned,8,27,,
E92000001,England,nation,27/04/2021,00_04,33,268,8.1,
E92000001,England,nation,27/04/2021,00_59,1542,11200,26.2,
E92000001,England,nation,27/04/2021,05_09,88,546,15.4,
E92000001,England,nation,27/04/2021,10_14,178,1417,42.2,
E92000001,England,nation,27/04/2021,15_19,179,1294,41.9,
E92000001,England,nation,27/04/2021,20_24,142,1109,31.8,
E92000001,England,nation,27/04/2021,25_29,172,1155,30.4,
E92000001,England,nation,27/04/2021,30_34,165,1248,32.8,
E92000001,England,nation,27/04/2021,35_39,157,1212,32.5,
E92000001,England,nation,27/04/2021,40_44,151,984,28.8,
E92000001,England,nation,27/04/2021,45_49,132,820,22.1,
E92000001,England,nation,27/04/2021,50_54,83,655,16.8,
E92000001,England,nation,27/04/2021,55_59,62,492,13.4,
E92000001,England,nation,27/04/2021,60+,149,1117,8.3,
E92000001,England,nation,27/04/2021,60_64,55,420,13.5,
E92000001,England,nation,27/04/2021,65_69,30,264,9.4,
E92000001,England,nation,27/04/2021,70_74,23,170,6.1,
E92000001,England,nation,27/04/2021,75_79,12,97,5,
E92000001,England,nation,27/04/2021,80_84,15,81,5.6,
E92000001,England,nation,27/04/2021,85_89,8,49,5.6,
E92000001,England,nation,27/04/2021,90+,6,36,7,
E92000001,England,nation,27/04/2021,unassigned,2,22,,
E92000001,England,nation,26/04/2021,00_04,49,295,8.9,
E92000001,England,nation,26/04/2021,00_59,1913,11415,26.7,
E92000001,England,nation,26/04/2021,05_09,97,532,15,
E92000001,England,nation,26/04/2021,10_14,216,1398,41.7,
E92000001,England,nation,26/04/2021,15_19,215,1306,42.3,
E92000001,England,nation,26/04/2021,20_24,181,1169,33.5,
E92000001,England,nation,26/04/2021,25_29,196,1168,30.7,
E92000001,England,nation,26/04/2021,30_34,208,1322,34.7,
E92000001,England,nation,26/04/2021,35_39,225,1246,33.4,
E92000001,England,nation,26/04/2021,40_44,170,997,29.2,
E92000001,England,nation,26/04/2021,45_49,147,813,21.9,
E92000001,England,nation,26/04/2021,50_54,117,659,16.9,
E92000001,England,nation,26/04/2021,55_59,92,510,13.9,
E92000001,England,nation,26/04/2021,60+,168,1146,8.5,
E92000001,England,nation,26/04/2021,60_64,67,423,13.6,
E92000001,England,nation,26/04/2021,65_69,49,277,9.9,
E92000001,England,nation,26/04/2021,70_74,23,175,6.3,
E92000001,England,nation,26/04/2021,75_79,10,105,5.4,
E92000001,England,nation,26/04/2021,80_84,10,80,5.6,
E92000001,England,nation,26/04/2021,85_89,6,50,5.7,
E92000001,England,nation,26/04/2021,90+,3,36,7,
E92000001,England,nation,26/04/2021,unassigned,5,26,,
E92000001,England,nation,25/04/2021,00_04,33,286,8.7,
E92000001,England,nation,25/04/2021,00_59,1636,11405,26.6,
E92000001,England,nation,25/04/2021,05_09,59,504,14.2,
E92000001,England,nation,25/04/2021,10_14,315,1403,41.8,
E92000001,England,nation,25/04/2021,15_19,240,1326,42.9,
E92000001,England,nation,25/04/2021,20_24,137,1173,33.6,
E92000001,England,nation,25/04/2021,25_29,141,1171,30.8,
E92000001,England,nation,25/04/2021,30_34,159,1326,34.8,
E92000001,England,nation,25/04/2021,35_39,152,1237,33.1,
E92000001,England,nation,25/04/2021,40_44,132,1009,29.6,
E92000001,England,nation,25/04/2021,45_49,105,795,21.4,
E92000001,England,nation,25/04/2021,50_54,94,656,16.8,
E92000001,England,nation,25/04/2021,55_59,69,519,14.1,
E92000001,England,nation,25/04/2021,60+,136,1192,8.9,
E92000001,England,nation,25/04/2021,60_64,54,433,13.9,
E92000001,England,nation,25/04/2021,65_69,26,277,9.9,
E92000001,England,nation,25/04/2021,70_74,26,183,6.6,
E92000001,England,nation,25/04/2021,75_79,11,114,5.9,
E92000001,England,nation,25/04/2021,80_84,9,89,6.2,
E92000001,England,nation,25/04/2021,85_89,4,55,6.3,
E92000001,England,nation,25/04/2021,90+,6,41,7.9,
E92000001,England,nation,25/04/2021,unassigned,3,34,,
E92000001,England,nation,24/04/2021,00_04,35,281,8.5,
E92000001,England,nation,24/04/2021,00_59,1078,11754,27.4,
E92000001,England,nation,24/04/2021,05_09,62,501,14.2,
E92000001,England,nation,24/04/2021,10_14,109,1518,45.3,
E92000001,England,nation,24/04/2021,15_19,108,1425,46.1,
E92000001,England,nation,24/04/2021,20_24,116,1176,33.7,
E92000001,England,nation,24/04/2021,25_29,108,1184,31.1,
E92000001,England,nation,24/04/2021,30_34,120,1340,35.2,
E92000001,England,nation,24/04/2021,35_39,130,1279,34.3,
E92000001,England,nation,24/04/2021,40_44,102,1039,30.4,
E92000001,England,nation,24/04/2021,45_49,79,829,22.3,
E92000001,England,nation,24/04/2021,50_54,72,652,16.7,
E92000001,England,nation,24/04/2021,55_59,37,530,14.4,
E92000001,England,nation,24/04/2021,60+,125,1197,8.9,
E92000001,England,nation,24/04/2021,60_64,43,437,14,
E92000001,England,nation,24/04/2021,65_69,33,272,9.7,
E92000001,England,nation,24/04/2021,70_74,14,183,6.6,
E92000001,England,nation,24/04/2021,75_79,16,113,5.8,
E92000001,England,nation,24/04/2021,80_84,12,89,6.2,
E92000001,England,nation,24/04/2021,85_89,4,64,7.3,
E92000001,England,nation,24/04/2021,90+,3,39,7.5,
E92000001,England,nation,24/04/2021,unassigned,3,37,,
E92000001,England,nation,23/04/2021,00_04,40,273,8.3,
E92000001,England,nation,23/04/2021,00_59,1418,11867,27.7,
E92000001,England,nation,23/04/2021,05_09,76,486,13.7,
E92000001,England,nation,23/04/2021,10_14,112,1515,45.2,
E92000001,England,nation,23/04/2021,15_19,133,1433,46.4,
E92000001,England,nation,23/04/2021,20_24,155,1187,34,
E92000001,England,nation,23/04/2021,25_29,174,1211,31.9,
E92000001,England,nation,23/04/2021,30_34,186,1357,35.6,
E92000001,England,nation,23/04/2021,35_39,173,1304,34.9,
E92000001,England,nation,23/04/2021,40_44,115,1038,30.4,
E92000001,England,nation,23/04/2021,45_49,101,851,22.9,
E92000001,England,nation,23/04/2021,50_54,86,655,16.8,
E92000001,England,nation,23/04/2021,55_59,67,557,15.2,
E92000001,England,nation,23/04/2021,60+,156,1185,8.8,
E92000001,England,nation,23/04/2021,60_64,56,428,13.8,
E92000001,England,nation,23/04/2021,65_69,35,269,9.6,
E92000001,England,nation,23/04/2021,70_74,29,187,6.7,
E92000001,England,nation,23/04/2021,75_79,16,111,5.7,
E92000001,England,nation,23/04/2021,80_84,6,84,5.8,
E92000001,England,nation,23/04/2021,85_89,8,65,7.4,
E92000001,England,nation,23/04/2021,90+,6,41,7.9,
E92000001,England,nation,23/04/2021,unassigned,1,39,,
E92000001,England,nation,22/04/2021,00_04,39,271,8.2,
E92000001,England,nation,22/04/2021,00_59,1695,12045,28.1,
E92000001,England,nation,22/04/2021,05_09,82,477,13.5,
E92000001,England,nation,22/04/2021,10_14,203,1538,45.9,
E92000001,England,nation,22/04/2021,15_19,188,1459,47.2,
E92000001,England,nation,22/04/2021,20_24,201,1236,35.4,
E92000001,England,nation,22/04/2021,25_29,180,1194,31.4,
E92000001,England,nation,22/04/2021,30_34,189,1357,35.6,
E92000001,England,nation,22/04/2021,35_39,159,1322,35.4,
E92000001,England,nation,22/04/2021,40_44,125,1072,31.4,
E92000001,England,nation,22/04/2021,45_49,139,887,23.9,
E92000001,England,nation,22/04/2021,50_54,110,664,17,
E92000001,England,nation,22/04/2021,55_59,80,568,15.5,
E92000001,England,nation,22/04/2021,60+,181,1227,9.1,
E92000001,England,nation,22/04/2021,60_64,71,432,13.9,
E92000001,England,nation,22/04/2021,65_69,45,281,10,
E92000001,England,nation,22/04/2021,70_74,21,193,6.9,
E92000001,England,nation,22/04/2021,75_79,18,115,5.9,
E92000001,England,nation,22/04/2021,80_84,13,95,6.6,
E92000001,England,nation,22/04/2021,85_89,6,67,7.6,
E92000001,England,nation,22/04/2021,90+,7,44,8.5,
E92000001,England,nation,22/04/2021,unassigned,5,50,,
E92000001,England,nation,21/04/2021,00_04,39,279,8.5,
E92000001,England,nation,21/04/2021,00_59,1918,11973,28,
E92000001,England,nation,21/04/2021,05_09,82,462,13.1,
E92000001,England,nation,21/04/2021,10_14,284,1504,44.8,
E92000001,England,nation,21/04/2021,15_19,231,1451,47,
E92000001,England,nation,21/04/2021,20_24,177,1192,34.2,
E92000001,England,nation,21/04/2021,25_29,184,1190,31.3,
E92000001,England,nation,21/04/2021,30_34,221,1374,36.1,
E92000001,England,nation,21/04/2021,35_39,216,1319,35.3,
E92000001,England,nation,21/04/2021,40_44,189,1093,32,
E92000001,England,nation,21/04/2021,45_49,117,891,24,
E92000001,England,nation,21/04/2021,50_54,93,663,17,
E92000001,England,nation,21/04/2021,55_59,85,555,15.1,
E92000001,England,nation,21/04/2021,60+,202,1217,9,
E92000001,England,nation,21/04/2021,60_64,74,422,13.6,
E92000001,England,nation,21/04/2021,65_69,46,271,9.7,
E92000001,England,nation,21/04/2021,70_74,34,197,7.1,
E92000001,England,nation,21/04/2021,75_79,14,121,6.2,
E92000001,England,nation,21/04/2021,80_84,16,95,6.6,
E92000001,England,nation,21/04/2021,85_89,13,68,7.7,
E92000001,England,nation,21/04/2021,90+,5,43,8.3,
E92000001,England,nation,21/04/2021,unassigned,3,50,,
E92000001,England,nation,20/04/2021,00_04,60,274,8.3,
E92000001,England,nation,20/04/2021,00_59,1757,11788,27.5,
E92000001,England,nation,20/04/2021,05_09,74,446,12.6,
E92000001,England,nation,20/04/2021,10_14,159,1387,41.4,
E92000001,England,nation,20/04/2021,15_19,191,1402,45.4,
E92000001,England,nation,20/04/2021,20_24,202,1199,34.4,
E92000001,England,nation,20/04/2021,25_29,185,1193,31.4,
E92000001,England,nation,20/04/2021,30_34,239,1356,35.6,
E92000001,England,nation,20/04/2021,35_39,191,1298,34.8,
E92000001,England,nation,20/04/2021,40_44,164,1062,31.1,
E92000001,England,nation,20/04/2021,45_49,125,918,24.7,
E92000001,England,nation,20/04/2021,50_54,87,693,17.7,
E92000001,England,nation,20/04/2021,55_59,80,560,15.3,
E92000001,England,nation,20/04/2021,60+,178,1215,9,
E92000001,England,nation,20/04/2021,60_64,58,412,13.2,
E92000001,England,nation,20/04/2021,65_69,43,256,9.2,
E92000001,England,nation,20/04/2021,70_74,28,203,7.3,
E92000001,England,nation,20/04/2021,75_79,20,124,6.4,
E92000001,England,nation,20/04/2021,80_84,14,98,6.8,
E92000001,England,nation,20/04/2021,85_89,9,74,8.4,
E92000001,England,nation,20/04/2021,90+,6,48,9.3,
E92000001,England,nation,20/04/2021,unassigned,6,49,,
E92000001,England,nation,19/04/2021,00_04,40,259,7.8,
E92000001,England,nation,19/04/2021,00_59,1903,11715,27.4,
E92000001,England,nation,19/04/2021,05_09,69,456,12.9,
E92000001,England,nation,19/04/2021,10_14,221,1346,40.1,
E92000001,England,nation,19/04/2021,15_19,235,1368,44.3,
E92000001,England,nation,19/04/2021,20_24,185,1192,34.2,
E92000001,England,nation,19/04/2021,25_29,199,1203,31.6,
E92000001,England,nation,19/04/2021,30_34,212,1330,34.9,
E92000001,England,nation,19/04/2021,35_39,216,1291,34.6,
E92000001,England,nation,19/04/2021,40_44,182,1048,30.7,
E92000001,England,nation,19/04/2021,45_49,129,929,25,
E92000001,England,nation,19/04/2021,50_54,114,729,18.7,
E92000001,England,nation,19/04/2021,55_59,101,564,15.4,
E92000001,England,nation,19/04/2021,60+,214,1252,9.3,
E92000001,England,nation,19/04/2021,60_64,77,421,13.5,
E92000001,England,nation,19/04/2021,65_69,49,253,9,
E92000001,England,nation,19/04/2021,70_74,31,207,7.4,
E92000001,England,nation,19/04/2021,75_79,19,129,6.6,
E92000001,England,nation,19/04/2021,80_84,19,104,7.2,
E92000001,England,nation,19/04/2021,85_89,11,82,9.3,
E92000001,England,nation,19/04/2021,90+,8,56,10.8,
E92000001,England,nation,19/04/2021,unassigned,13,53,,
E92000001,England,nation,18/04/2021,00_04,28,270,8.2,
E92000001,England,nation,18/04/2021,00_59,1985,11827,27.6,
E92000001,England,nation,18/04/2021,05_09,56,471,13.3,
E92000001,England,nation,18/04/2021,10_14,430,1297,38.7,
E92000001,England,nation,18/04/2021,15_19,339,1346,43.6,
E92000001,England,nation,18/04/2021,20_24,140,1213,34.8,
E92000001,England,nation,18/04/2021,25_29,154,1220,32.1,
E92000001,England,nation,18/04/2021,30_34,173,1318,34.6,
E92000001,England,nation,18/04/2021,35_39,194,1316,35.2,
E92000001,England,nation,18/04/2021,40_44,162,1076,31.5,
E92000001,England,nation,18/04/2021,45_49,139,977,26.3,
E92000001,England,nation,18/04/2021,50_54,90,749,19.2,
E92000001,England,nation,18/04/2021,55_59,80,574,15.6,
E92000001,England,nation,18/04/2021,60+,141,1250,9.3,
E92000001,England,nation,18/04/2021,60_64,58,409,13.1,
E92000001,England,nation,18/04/2021,65_69,21,251,9,
E92000001,England,nation,18/04/2021,70_74,26,210,7.6,
E92000001,England,nation,18/04/2021,75_79,10,131,6.8,
E92000001,England,nation,18/04/2021,80_84,9,99,6.9,
E92000001,England,nation,18/04/2021,85_89,13,84,9.5,
E92000001,England,nation,18/04/2021,90+,4,66,12.8,
E92000001,England,nation,18/04/2021,unassigned,6,47,,
E92000001,England,nation,17/04/2021,00_04,27,282,8.5,
E92000001,England,nation,17/04/2021,00_59,1191,11583,27,
E92000001,England,nation,17/04/2021,05_09,47,482,13.6,
E92000001,England,nation,17/04/2021,10_14,106,1105,32.9,
E92000001,England,nation,17/04/2021,15_19,116,1232,39.9,
E92000001,England,nation,17/04/2021,20_24,127,1225,35.1,
E92000001,England,nation,17/04/2021,25_29,135,1247,32.8,
E92000001,England,nation,17/04/2021,30_34,137,1324,34.8,
E92000001,England,nation,17/04/2021,35_39,155,1304,34.9,
E92000001,England,nation,17/04/2021,40_44,101,1078,31.6,
E92000001,England,nation,17/04/2021,45_49,101,969,26.1,
E92000001,England,nation,17/04/2021,50_54,75,769,19.7,
E92000001,England,nation,17/04/2021,55_59,64,566,15.4,
E92000001,England,nation,17/04/2021,60+,113,1260,9.4,
E92000001,England,nation,17/04/2021,60_64,34,412,13.2,
E92000001,England,nation,17/04/2021,65_69,30,262,9.4,
E92000001,England,nation,17/04/2021,70_74,18,210,7.6,
E92000001,England,nation,17/04/2021,75_79,14,136,7,
E92000001,England,nation,17/04/2021,80_84,7,97,6.7,
E92000001,England,nation,17/04/2021,85_89,5,80,9.1,
E92000001,England,nation,17/04/2021,90+,5,63,12.2,
E92000001,England,nation,17/04/2021,unassigned,5,46,,
E92000001,England,nation,16/04/2021,00_04,38,288,8.7,
E92000001,England,nation,16/04/2021,00_59,1596,12066,28.2,
E92000001,England,nation,16/04/2021,05_09,67,522,14.8,
E92000001,England,nation,16/04/2021,10_14,135,1134,33.8,
E92000001,England,nation,16/04/2021,15_19,159,1284,41.6,
E92000001,England,nation,16/04/2021,20_24,204,1265,36.3,
E92000001,England,nation,16/04/2021,25_29,157,1294,34,
E92000001,England,nation,16/04/2021,30_34,186,1374,36.1,
E92000001,England,nation,16/04/2021,35_39,191,1361,36.5,
E92000001,England,nation,16/04/2021,40_44,149,1128,33,
E92000001,England,nation,16/04/2021,45_49,137,1014,27.3,
E92000001,England,nation,16/04/2021,50_54,95,817,20.9,
E92000001,England,nation,16/04/2021,55_59,78,585,15.9,
E92000001,England,nation,16/04/2021,60+,198,1352,10,
E92000001,England,nation,16/04/2021,60_64,60,440,14.1,
E92000001,England,nation,16/04/2021,65_69,47,279,10,
E92000001,England,nation,16/04/2021,70_74,35,220,7.9,
E92000001,England,nation,16/04/2021,75_79,20,152,7.8,
E92000001,England,nation,16/04/2021,80_84,17,106,7.4,
E92000001,England,nation,16/04/2021,85_89,10,84,9.5,
E92000001,England,nation,16/04/2021,90+,9,71,13.7,
E92000001,England,nation,16/04/2021,unassigned,12,51,,
E92000001,England,nation,15/04/2021,00_04,47,294,8.9,
E92000001,England,nation,15/04/2021,00_59,1623,12531,29.3,
E92000001,England,nation,15/04/2021,05_09,67,534,15.1,
E92000001,England,nation,15/04/2021,10_14,169,1157,34.5,
E92000001,England,nation,15/04/2021,15_19,180,1318,42.7,
E92000001,England,nation,15/04/2021,20_24,157,1278,36.6,
E92000001,England,nation,15/04/2021,25_29,176,1346,35.4,
E92000001,England,nation,15/04/2021,30_34,206,1430,37.6,
E92000001,England,nation,15/04/2021,35_39,156,1444,38.7,
E92000001,England,nation,15/04/2021,40_44,146,1180,34.6,
E92000001,England,nation,15/04/2021,45_49,143,1051,28.3,
E92000001,England,nation,15/04/2021,50_54,109,872,22.3,
E92000001,England,nation,15/04/2021,55_59,67,627,17.1,
E92000001,England,nation,15/04/2021,60+,171,1397,10.4,
E92000001,England,nation,15/04/2021,60_64,61,459,14.8,
E92000001,England,nation,15/04/2021,65_69,35,282,10.1,
E92000001,England,nation,15/04/2021,70_74,25,215,7.7,
E92000001,England,nation,15/04/2021,75_79,24,155,8,
E92000001,England,nation,15/04/2021,80_84,13,126,8.8,
E92000001,England,nation,15/04/2021,85_89,7,91,10.3,
E92000001,England,nation,15/04/2021,90+,6,69,13.3,
E92000001,England,nation,15/04/2021,unassigned,5,48,,
E92000001,England,nation,14/04/2021,00_04,34,308,9.3,
E92000001,England,nation,14/04/2021,00_59,1733,13151,30.7,
E92000001,England,nation,14/04/2021,05_09,66,549,15.5,
E92000001,England,nation,14/04/2021,10_14,167,1176,35.1,
E92000001,England,nation,14/04/2021,15_19,182,1390,45,
E92000001,England,nation,14/04/2021,20_24,184,1339,38.4,
E92000001,England,nation,14/04/2021,25_29,187,1407,37,
E92000001,England,nation,14/04/2021,30_34,203,1499,39.4,
E92000001,England,nation,14/04/2021,35_39,195,1534,41.1,
E92000001,England,nation,14/04/2021,40_44,158,1273,37.3,
E92000001,England,nation,14/04/2021,45_49,144,1101,29.6,
E92000001,England,nation,14/04/2021,50_54,123,910,23.3,
E92000001,England,nation,14/04/2021,55_59,90,665,18.1,
E92000001,England,nation,14/04/2021,60+,200,1451,10.8,
E92000001,England,nation,14/04/2021,60_64,64,477,15.3,
E92000001,England,nation,14/04/2021,65_69,31,298,10.7,
E92000001,England,nation,14/04/2021,70_74,40,217,7.8,
E92000001,England,nation,14/04/2021,75_79,17,154,7.9,
E92000001,England,nation,14/04/2021,80_84,19,131,9.1,
E92000001,England,nation,14/04/2021,85_89,19,98,11.1,
E92000001,England,nation,14/04/2021,90+,10,76,14.7,
E92000001,England,nation,14/04/2021,unassigned,2,54,,
E92000001,England,nation,13/04/2021,00_04,45,326,9.9,
E92000001,England,nation,13/04/2021,00_59,1684,13759,32.1,
E92000001,England,nation,13/04/2021,05_09,84,575,16.3,
E92000001,England,nation,13/04/2021,10_14,118,1274,38,
E92000001,England,nation,13/04/2021,15_19,157,1444,46.7,
E92000001,England,nation,13/04/2021,20_24,195,1354,38.8,
E92000001,England,nation,13/04/2021,25_29,195,1481,39,
E92000001,England,nation,13/04/2021,30_34,213,1573,41.3,
E92000001,England,nation,13/04/2021,35_39,184,1609,43.1,
E92000001,England,nation,13/04/2021,40_44,150,1356,39.7,
E92000001,England,nation,13/04/2021,45_49,136,1133,30.5,
E92000001,England,nation,13/04/2021,50_54,123,937,24,
E92000001,England,nation,13/04/2021,55_59,84,697,19,
E92000001,England,nation,13/04/2021,60+,215,1479,11,
E92000001,England,nation,13/04/2021,60_64,67,492,15.8,
E92000001,England,nation,13/04/2021,65_69,40,304,10.9,
E92000001,England,nation,13/04/2021,70_74,32,213,7.7,
E92000001,England,nation,13/04/2021,75_79,25,168,8.7,
E92000001,England,nation,13/04/2021,80_84,20,133,9.2,
E92000001,England,nation,13/04/2021,85_89,17,94,10.7,
E92000001,England,nation,13/04/2021,90+,14,75,14.5,
E92000001,England,nation,13/04/2021,unassigned,10,70,,
E92000001,England,nation,12/04/2021,00_04,51,333,10.1,
E92000001,England,nation,12/04/2021,00_59,2015,14344,33.5,
E92000001,England,nation,12/04/2021,05_09,84,577,16.3,
E92000001,England,nation,12/04/2021,10_14,172,1329,39.6,
E92000001,England,nation,12/04/2021,15_19,213,1475,47.7,
E92000001,England,nation,12/04/2021,20_24,206,1398,40.1,
E92000001,England,nation,12/04/2021,25_29,216,1515,39.9,
E92000001,England,nation,12/04/2021,30_34,200,1652,43.4,
E92000001,England,nation,12/04/2021,35_39,241,1678,44.9,
E92000001,England,nation,12/04/2021,40_44,210,1451,42.5,
E92000001,England,nation,12/04/2021,45_49,177,1212,32.6,
E92000001,England,nation,12/04/2021,50_54,134,999,25.6,
E92000001,England,nation,12/04/2021,55_59,111,725,19.8,
E92000001,England,nation,12/04/2021,60+,212,1524,11.3,
E92000001,England,nation,12/04/2021,60_64,65,523,16.8,
E92000001,England,nation,12/04/2021,65_69,47,310,11.1,
E92000001,England,nation,12/04/2021,70_74,34,221,8,
E92000001,England,nation,12/04/2021,75_79,21,169,8.7,
E92000001,England,nation,12/04/2021,80_84,14,130,9,
E92000001,England,nation,12/04/2021,85_89,13,99,11.3,
E92000001,England,nation,12/04/2021,90+,18,72,13.9,
E92000001,England,nation,12/04/2021,unassigned,7,91,,
E92000001,England,nation,11/04/2021,00_04,40,328,9.9,
E92000001,England,nation,11/04/2021,00_59,1741,14312,33.4,
E92000001,England,nation,11/04/2021,05_09,67,597,16.9,
E92000001,England,nation,11/04/2021,10_14,238,1389,41.4,
E92000001,England,nation,11/04/2021,15_19,225,1464,47.4,
E92000001,England,nation,11/04/2021,20_24,152,1342,38.5,
E92000001,England,nation,11/04/2021,25_29,181,1497,39.4,
E92000001,England,nation,11/04/2021,30_34,179,1681,44.1,
E92000001,England,nation,11/04/2021,35_39,182,1641,44,
E92000001,England,nation,11/04/2021,40_44,164,1436,42.1,
E92000001,England,nation,11/04/2021,45_49,131,1214,32.7,
E92000001,England,nation,11/04/2021,50_54,110,1020,26.1,
E92000001,England,nation,11/04/2021,55_59,72,703,19.2,
E92000001,England,nation,11/04/2021,60+,151,1513,11.2,
E92000001,England,nation,11/04/2021,60_64,61,524,16.8,
E92000001,England,nation,11/04/2021,65_69,32,302,10.8,
E92000001,England,nation,11/04/2021,70_74,26,215,7.7,
E92000001,England,nation,11/04/2021,75_79,15,163,8.4,
E92000001,England,nation,11/04/2021,80_84,7,132,9.2,
E92000001,England,nation,11/04/2021,85_89,9,107,12.2,
E92000001,England,nation,11/04/2021,90+,1,70,13.5,
E92000001,England,nation,11/04/2021,unassigned,5,89,,
E92000001,England,nation,10/04/2021,00_04,33,322,9.8,
E92000001,England,nation,10/04/2021,00_59,1674,14328,33.5,
E92000001,England,nation,10/04/2021,05_09,87,622,17.6,
E92000001,England,nation,10/04/2021,10_14,135,1388,41.4,
E92000001,England,nation,10/04/2021,15_19,168,1452,47,
E92000001,England,nation,10/04/2021,20_24,167,1317,37.8,
