areaCode,areaName,areaType,date,age,cases,rollingSum,rollingRate,
E92000001,England,nation,20/07/2021,00_04,749,5199,157.6,27309
E92000001,England,nation,20/07/2021,00_59,32416,281911,658.3,42379
E92000001,England,nation,20/07/2021,05_09,1811,12940,365.7,
E92000001,England,nation,20/07/2021,10_14,3658,26898,801.9,
E92000001,England,nation,20/07/2021,15_19,3745,36819,1191.5,
E92000001,England,nation,20/07/2021,20_24,4095,42244,1211.2,
E92000001,England,nation,20/07/2021,25_29,4194,41281,1085.9,
E92000001,England,nation,20/07/2021,30_34,3793,32689,858.4,
E92000001,England,nation,20/07/2021,35_39,2863,24107,645.7,
E92000001,England,nation,20/07/2021,40_44,2235,18802,550.7,
E92000001,England,nation,20/07/2021,45_49,2022,15880,427.4,
E92000001,England,nation,20/07/2021,50_54,1825,14148,362.1,
E92000001,England,nation,20/07/2021,55_59,1426,10904,297.1,
E92000001,England,nation,20/07/2021,60+,2419,17500,130,
E92000001,England,nation,20/07/2021,60_64,877,6831,219.5,
E92000001,England,nation,20/07/2021,65_69,559,4021,143.8,
E92000001,England,nation,20/07/2021,70_74,401,2890,104,
E92000001,England,nation,20/07/2021,75_79,257,1710,88.1,
E92000001,England,nation,20/07/2021,80_84,169,1073,74.5,
E92000001,England,nation,20/07/2021,85_89,92,576,65.5,
E92000001,England,nation,20/07/2021,90+,64,399,77.1,
E92000001,England,nation,20/07/2021,unassigned,18,101,,
E92000001,England,nation,19/07/2021,00_04,848,5185,157.1,
E92000001,England,nation,19/07/2021,00_59,39347,289673,676.5,
E92000001,England,nation,19/07/2021,05_09,2174,13121,370.8,
E92000001,England,nation,19/07/2021,10_14,4338,27150,809.4,
E92000001,England,nation,19/07/2021,15_19,4571,38547,1247.4,
E92000001,England,nation,19/07/2021,20_24,5070,44726,1282.3,
E92000001,England,nation,19/07/2021,25_29,5136,42947,1129.8,
E92000001,England,nation,19/07/2021,30_34,4446,33289,874.2,
E92000001,England,nation,19/07/2021,35_39,3508,24581,658.4,
E92000001,England,nation,19/07/2021,40_44,2763,19175,561.6,
E92000001,England,nation,19/07/2021,45_49,2471,16003,430.7,
E92000001,England,nation,19/07/2021,50_54,2252,14182,362.9,
E92000001,England,nation,19/07/2021,55_59,1770,10767,293.3,
E92000001,England,nation,19/07/2021,60+,2876,17119,127.1,
E92000001,England,nation,19/07/2021,60_64,1095,6751,216.9,
E92000001,England,nation,19/07/2021,65_69,662,3927,140.4,
E92000001,England,nation,19/07/2021,70_74,458,2810,101.1,
E92000001,England,nation,19/07/2021,75_79,302,1668,85.9,
E92000001,England,nation,19/07/2021,80_84,193,1009,70.1,
E92000001,England,nation,19/07/2021,85_89,94,565,64.2,
E92000001,England,nation,19/07/2021,90+,72,389,75.2,
E92000001,England,nation,19/07/2021,unassigned,14,121,,
E92000001,England,nation,18/07/2021,00_04,588,5103,154.7,
E92000001,England,nation,18/07/2021,00_59,30296,287693,671.8,
E92000001,England,nation,18/07/2021,05_09,1416,13073,369.5,
E92000001,England,nation,18/07/2021,10_14,3618,27138,809.1,
E92000001,England,nation,18/07/2021,15_19,3911,39116,1265.8,
E92000001,England,nation,18/07/2021,20_24,4025,45065,1292.1,
E92000001,England,nation,18/07/2021,25_29,3986,42494,1117.8,
E92000001,England,nation,18/07/2021,30_34,3257,32699,858.7,
E92000001,England,nation,18/07/2021,35_39,2523,24150,646.8,
E92000001,England,nation,18/07/2021,40_44,2143,19002,556.5,
E92000001,England,nation,18/07/2021,45_49,1845,15602,419.9,
E92000001,England,nation,18/07/2021,50_54,1713,13837,354.1,
E92000001,England,nation,18/07/2021,55_59,1271,10414,283.7,
E92000001,England,nation,18/07/2021,60+,2101,16408,121.9,
E92000001,England,nation,18/07/2021,60_64,837,6489,208.5,
E92000001,England,nation,18/07/2021,65_69,480,3741,133.8,
E92000001,England,nation,18/07/2021,70_74,341,2717,97.8,
E92000001,England,nation,18/07/2021,75_79,199,1597,82.3,
E92000001,England,nation,18/07/2021,80_84,123,947,65.8,
E92000001,England,nation,18/07/2021,85_89,67,552,62.7,
E92000001,England,nation,18/07/2021,90+,54,365,70.6,
E92000001,England,nation,18/07/2021,unassigned,4,129,,
E92000001,England,nation,17/07/2021,00_04,613,4992,151.3,
E92000001,England,nation,17/07/2021,00_59,32290,282824,660.5,
E92000001,England,nation,17/07/2021,05_09,1453,13029,368.2,
E92000001,England,nation,17/07/2021,10_14,3084,26656,794.7,
E92000001,England,nation,17/07/2021,15_19,4316,38736,1253.5,
E92000001,England,nation,17/07/2021,20_24,4629,44490,1275.6,
E92000001,England,nation,17/07/2021,25_29,4611,41583,1093.9,
E92000001,England,nation,17/07/2021,30_34,3657,32111,843.3,
E92000001,England,nation,17/07/2021,35_39,2823,23763,636.5,
E92000001,England,nation,17/07/2021,40_44,2178,18613,545.1,
E92000001,England,nation,17/07/2021,45_49,1892,15232,409.9,
E92000001,England,nation,17/07/2021,50_54,1727,13472,344.8,
E92000001,England,nation,17/07/2021,55_59,1307,10147,276.4,
E92000001,England,nation,17/07/2021,60+,2258,15753,117,
E92000001,England,nation,17/07/2021,60_64,841,6240,200.5,
E92000001,England,nation,17/07/2021,65_69,521,3604,128.9,
E92000001,England,nation,17/07/2021,70_74,394,2608,93.8,
E92000001,England,nation,17/07/2021,75_79,227,1533,79,
E92000001,England,nation,17/07/2021,80_84,142,911,63.3,
E92000001,England,nation,17/07/2021,85_89,79,526,59.8,
E92000001,England,nation,17/07/2021,90+,54,331,64,
E92000001,England,nation,17/07/2021,unassigned,5,136,,
E92000001,England,nation,16/07/2021,00_04,788,4832,146.4,
E92000001,England,nation,16/07/2021,00_59,47222,273993,639.9,
E92000001,England,nation,16/07/2021,05_09,2000,12931,365.5,
E92000001,England,nation,16/07/2021,10_14,3879,26312,784.4,
E92000001,England,nation,16/07/2021,15_19,6386,37590,1216.4,
E92000001,England,nation,16/07/2021,20_24,7670,43178,1237.9,
E92000001,England,nation,16/07/2021,25_29,7308,39869,1048.8,
E92000001,England,nation,16/07/2021,30_34,5602,30931,812.3,
E92000001,England,nation,16/07/2021,35_39,4039,22925,614,
E92000001,England,nation,16/07/2021,40_44,3021,18096,530,
E92000001,England,nation,16/07/2021,45_49,2517,14749,396.9,
E92000001,England,nation,16/07/2021,50_54,2286,12881,329.7,
E92000001,England,nation,16/07/2021,55_59,1726,9699,264.2,
E92000001,England,nation,16/07/2021,60+,2787,14907,110.7,
E92000001,England,nation,16/07/2021,60_64,1120,5917,190.1,
E92000001,England,nation,16/07/2021,65_69,624,3414,122.1,
E92000001,England,nation,16/07/2021,70_74,473,2468,88.8,
E92000001,England,nation,16/07/2021,75_79,275,1441,74.3,
E92000001,England,nation,16/07/2021,80_84,140,862,59.9,
E92000001,England,nation,16/07/2021,85_89,98,501,56.9,
E92000001,England,nation,16/07/2021,90+,57,304,58.8,
E92000001,England,nation,16/07/2021,unassigned,16,136,,
E92000001,England,nation,15/07/2021,00_04,860,4582,138.9,
E92000001,England,nation,15/07/2021,00_59,53577,253621,592.3,
E92000001,England,nation,15/07/2021,05_09,2062,12404,350.6,
E92000001,England,nation,15/07/2021,10_14,4192,25384,756.8,
E92000001,England,nation,15/07/2021,15_19,7396,34946,1130.9,
E92000001,England,nation,15/07/2021,20_24,8987,39691,1138,
E92000001,England,nation,15/07/2021,25_29,8755,36029,947.8,
E92000001,England,nation,15/07/2021,30_34,6519,28010,735.6,
E92000001,England,nation,15/07/2021,35_39,4507,21176,567.2,
E92000001,England,nation,15/07/2021,40_44,3371,16883,494.5,
E92000001,England,nation,15/07/2021,45_49,2718,13742,369.8,
E92000001,England,nation,15/07/2021,50_54,2314,11865,303.6,
E92000001,England,nation,15/07/2021,55_59,1896,8909,242.7,
E92000001,England,nation,15/07/2021,60+,2654,13671,101.5,
E92000001,England,nation,15/07/2021,60_64,1080,5388,173.1,
E92000001,England,nation,15/07/2021,65_69,620,3133,112,
E92000001,England,nation,15/07/2021,70_74,426,2265,81.5,
E92000001,England,nation,15/07/2021,75_79,228,1317,67.9,
E92000001,England,nation,15/07/2021,80_84,169,816,56.7,
E92000001,England,nation,15/07/2021,85_89,81,464,52.7,
E92000001,England,nation,15/07/2021,90+,50,288,55.7,
E92000001,England,nation,15/07/2021,unassigned,19,124,,
E92000001,England,nation,14/07/2021,00_04,753,4257,129,
E92000001,England,nation,14/07/2021,00_59,46763,227795,532,
E92000001,England,nation,14/07/2021,05_09,2024,11833,334.4,
E92000001,England,nation,14/07/2021,10_14,4129,24010,715.8,
E92000001,England,nation,14/07/2021,15_19,6494,31326,1013.7,
E92000001,England,nation,14/07/2021,20_24,7768,35259,1010.9,
E92000001,England,nation,14/07/2021,25_29,7291,31094,818,
E92000001,England,nation,14/07/2021,30_34,5415,24416,641.2,
E92000001,England,nation,14/07/2021,35_39,3844,18885,505.8,
E92000001,England,nation,14/07/2021,40_44,3091,15403,451.1,
E92000001,England,nation,14/07/2021,45_49,2415,12525,337.1,
E92000001,England,nation,14/07/2021,50_54,2031,10804,276.5,
E92000001,England,nation,14/07/2021,55_59,1508,7983,217.5,
E92000001,England,nation,14/07/2021,60+,2405,12434,92.3,
E92000001,England,nation,14/07/2021,60_64,981,4866,156.4,
E92000001,England,nation,14/07/2021,65_69,555,2824,101,
E92000001,England,nation,14/07/2021,70_74,397,2084,75,
E92000001,England,nation,14/07/2021,75_79,222,1232,63.5,
E92000001,England,nation,14/07/2021,80_84,137,736,51.1,
E92000001,England,nation,14/07/2021,85_89,65,425,48.3,
E92000001,England,nation,14/07/2021,90+,48,267,51.6,
E92000001,England,nation,14/07/2021,unassigned,25,123,,
E92000001,England,nation,13/07/2021,00_04,735,4083,123.7,
E92000001,England,nation,13/07/2021,00_59,40178,212986,497.4,
E92000001,England,nation,13/07/2021,05_09,1992,11426,322.9,
E92000001,England,nation,13/07/2021,10_14,3910,23136,689.8,
E92000001,England,nation,13/07/2021,15_19,5473,29226,945.8,
E92000001,England,nation,13/07/2021,20_24,6577,33040,947.3,
E92000001,England,nation,13/07/2021,25_29,5860,28423,747.7,
E92000001,England,nation,13/07/2021,30_34,4393,22336,586.6,
E92000001,England,nation,13/07/2021,35_39,3337,17610,471.7,
E92000001,England,nation,13/07/2021,40_44,2608,14403,421.8,
E92000001,England,nation,13/07/2021,45_49,2145,11765,316.6,
E92000001,England,nation,13/07/2021,50_54,1859,10131,259.3,
E92000001,England,nation,13/07/2021,55_59,1289,7407,201.8,
E92000001,England,nation,13/07/2021,60+,2038,11520,85.6,
E92000001,England,nation,13/07/2021,60_64,797,4491,144.3,
E92000001,England,nation,13/07/2021,65_69,465,2602,93,
E92000001,England,nation,13/07/2021,70_74,321,1913,68.8,
E92000001,England,nation,13/07/2021,75_79,215,1157,59.6,
E92000001,England,nation,13/07/2021,80_84,105,685,47.6,
E92000001,England,nation,13/07/2021,85_89,81,414,47.1,
E92000001,England,nation,13/07/2021,90+,54,258,49.9,
E92000001,England,nation,13/07/2021,unassigned,38,114,,
E92000001,England,nation,12/07/2021,00_04,766,3900,118.2,
E92000001,England,nation,12/07/2021,00_59,37367,202317,472.5,
E92000001,England,nation,12/07/2021,05_09,2126,11122,314.3,
E92000001,England,nation,12/07/2021,10_14,4326,22438,668.9,
E92000001,England,nation,12/07/2021,15_19,5140,27879,902.2,
E92000001,England,nation,12/07/2021,20_24,5409,31549,904.5,
E92000001,England,nation,12/07/2021,25_29,4683,26589,699.5,
E92000001,England,nation,12/07/2021,30_34,3856,20871,548.1,
E92000001,England,nation,12/07/2021,35_39,3077,16555,443.4,
E92000001,England,nation,12/07/2021,40_44,2590,13680,400.7,
E92000001,England,nation,12/07/2021,45_49,2070,11210,301.7,
E92000001,England,nation,12/07/2021,50_54,1907,9534,244,
E92000001,England,nation,12/07/2021,55_59,1417,6990,190.4,
E92000001,England,nation,12/07/2021,60+,2165,10866,80.7,
E92000001,England,nation,12/07/2021,60_64,833,4218,135.5,
E92000001,England,nation,12/07/2021,65_69,476,2423,86.6,
E92000001,England,nation,12/07/2021,70_74,365,1831,65.9,
E92000001,England,nation,12/07/2021,75_79,231,1086,56,
E92000001,England,nation,12/07/2021,80_84,131,665,46.2,
E92000001,England,nation,12/07/2021,85_89,81,394,44.8,
E92000001,England,nation,12/07/2021,90+,48,249,48.1,
E92000001,England,nation,12/07/2021,unassigned,22,93,,
E92000001,England,nation,11/07/2021,00_04,477,3687,111.7,
E92000001,England,nation,11/07/2021,00_59,25427,193073,450.9,
E92000001,England,nation,11/07/2021,05_09,1372,10826,306,
E92000001,England,nation,11/07/2021,10_14,3136,21558,642.7,
E92000001,England,nation,11/07/2021,15_19,3531,26699,864,
E92000001,England,nation,11/07/2021,20_24,3450,30929,886.8,
E92000001,England,nation,11/07/2021,25_29,3075,25350,666.9,
E92000001,England,nation,11/07/2021,30_34,2669,19670,516.6,
E92000001,England,nation,11/07/2021,35_39,2136,15619,418.3,
E92000001,England,nation,11/07/2021,40_44,1754,12853,376.4,
E92000001,England,nation,11/07/2021,45_49,1475,10617,285.7,
E92000001,England,nation,11/07/2021,50_54,1348,8845,226.4,
E92000001,England,nation,11/07/2021,55_59,1004,6420,174.9,
E92000001,England,nation,11/07/2021,60+,1446,10028,74.5,
E92000001,England,nation,11/07/2021,60_64,588,3899,125.3,
E92000001,England,nation,11/07/2021,65_69,343,2239,80.1,
E92000001,England,nation,11/07/2021,70_74,232,1692,60.9,
E92000001,England,nation,11/07/2021,75_79,135,986,50.8,
E92000001,England,nation,11/07/2021,80_84,87,619,43,
E92000001,England,nation,11/07/2021,85_89,41,363,41.3,
E92000001,England,nation,11/07/2021,90+,20,230,44.5,
E92000001,England,nation,11/07/2021,unassigned,11,80,,
E92000001,England,nation,10/07/2021,00_04,453,3581,108.5,
E92000001,England,nation,10/07/2021,00_59,23459,187982,439,
E92000001,England,nation,10/07/2021,05_09,1355,10607,299.8,
E92000001,England,nation,10/07/2021,10_14,2740,21162,630.9,
E92000001,England,nation,10/07/2021,15_19,3170,26106,844.8,
E92000001,England,nation,10/07/2021,20_24,3317,30902,886,
E92000001,England,nation,10/07/2021,25_29,2897,24628,647.9,
E92000001,England,nation,10/07/2021,30_34,2477,18823,494.3,
E92000001,England,nation,10/07/2021,35_39,1985,14957,400.6,
E92000001,England,nation,10/07/2021,40_44,1661,12422,363.8,
E92000001,England,nation,10/07/2021,45_49,1409,10281,276.7,
E92000001,England,nation,10/07/2021,50_54,1136,8418,215.4,
E92000001,England,nation,10/07/2021,55_59,859,6095,166,
E92000001,England,nation,10/07/2021,60+,1412,9538,70.8,
E92000001,England,nation,10/07/2021,60_64,518,3686,118.5,
E92000001,England,nation,10/07/2021,65_69,331,2107,75.3,
E92000001,England,nation,10/07/2021,70_74,254,1628,58.6,
E92000001,England,nation,10/07/2021,75_79,135,942,48.5,
E92000001,England,nation,10/07/2021,80_84,93,585,40.6,
E92000001,England,nation,10/07/2021,85_89,54,365,41.5,
E92000001,England,nation,10/07/2021,90+,27,225,43.5,
E92000001,England,nation,10/07/2021,unassigned,5,73,,
E92000001,England,nation,09/07/2021,00_04,538,3524,106.8,
E92000001,England,nation,09/07/2021,00_59,26850,183686,429,
E92000001,England,nation,09/07/2021,05_09,1473,10342,292.3,
E92000001,England,nation,09/07/2021,10_14,2951,20504,611.3,
E92000001,England,nation,09/07/2021,15_19,3742,25832,835.9,
E92000001,England,nation,09/07/2021,20_24,4183,31200,894.5,
E92000001,England,nation,09/07/2021,25_29,3468,24061,632.9,
E92000001,England,nation,09/07/2021,30_34,2681,18014,473.1,
E92000001,England,nation,09/07/2021,35_39,2290,14419,386.2,
E92000001,England,nation,09/07/2021,40_44,1808,11964,350.4,
E92000001,England,nation,09/07/2021,45_49,1510,9874,265.7,
E92000001,England,nation,09/07/2021,50_54,1270,8094,207.1,
E92000001,England,nation,09/07/2021,55_59,936,5858,159.6,
E92000001,England,nation,09/07/2021,60+,1551,9081,67.4,
E92000001,England,nation,09/07/2021,60_64,591,3534,113.6,
E92000001,England,nation,09/07/2021,65_69,343,1974,70.6,
E92000001,England,nation,09/07/2021,70_74,270,1541,55.4,
E92000001,England,nation,09/07/2021,75_79,151,921,47.5,
E92000001,England,nation,09/07/2021,80_84,94,555,38.5,
E92000001,England,nation,09/07/2021,85_89,61,335,38.1,
E92000001,England,nation,09/07/2021,90+,41,221,42.7,
E92000001,England,nation,09/07/2021,unassigned,4,72,,
E92000001,England,nation,08/07/2021,00_04,535,3417,103.6,
E92000001,England,nation,08/07/2021,00_59,27751,177471,414.4,
E92000001,England,nation,08/07/2021,05_09,1491,10185,287.9,
E92000001,England,nation,08/07/2021,10_14,2818,19843,591.6,
E92000001,England,nation,08/07/2021,15_19,3776,25007,809.2,
E92000001,England,nation,08/07/2021,20_24,4555,31066,890.7,
E92000001,England,nation,08/07/2021,25_29,3820,23078,607.1,
E92000001,England,nation,08/07/2021,30_34,2925,17106,449.2,
E92000001,England,nation,08/07/2021,35_39,2216,13574,363.6,
E92000001,England,nation,08/07/2021,40_44,1891,11453,335.4,
E92000001,England,nation,08/07/2021,45_49,1501,9447,254.2,
E92000001,England,nation,08/07/2021,50_54,1253,7698,197,
E92000001,England,nation,08/07/2021,55_59,970,5597,152.5,
E92000001,England,nation,08/07/2021,60+,1417,8582,63.7,
E92000001,England,nation,08/07/2021,60_64,558,3338,107.3,
E92000001,England,nation,08/07/2021,65_69,311,1861,66.5,
E92000001,England,nation,08/07/2021,70_74,245,1446,52,
E92000001,England,nation,08/07/2021,75_79,143,887,45.7,
E92000001,England,nation,08/07/2021,80_84,89,526,36.5,
E92000001,England,nation,08/07/2021,85_89,42,317,36,
E92000001,England,nation,08/07/2021,90+,29,207,40,
E92000001,England,nation,08/07/2021,unassigned,18,76,,
E92000001,England,nation,07/07/2021,00_04,579,3320,100.6,
E92000001,England,nation,07/07/2021,00_59,31954,172276,402.3,
E92000001,England,nation,07/07/2021,05_09,1617,10031,283.5,
E92000001,England,nation,07/07/2021,10_14,3255,19359,577.1,
E92000001,England,nation,07/07/2021,15_19,4394,24524,793.6,
E92000001,England,nation,07/07/2021,20_24,5549,31191,894.3,
E92000001,England,nation,07/07/2021,25_29,4620,22013,579.1,
E92000001,England,nation,07/07/2021,30_34,3335,16155,424.2,
E92000001,England,nation,07/07/2021,35_39,2569,12905,345.6,
E92000001,England,nation,07/07/2021,40_44,2091,10908,319.5,
E92000001,England,nation,07/07/2021,45_49,1655,9148,246.2,
E92000001,England,nation,07/07/2021,50_54,1358,7426,190,
E92000001,England,nation,07/07/2021,55_59,932,5296,144.3,
E92000001,England,nation,07/07/2021,60+,1491,8177,60.7,
E92000001,England,nation,07/07/2021,60_64,606,3176,102.1,
E92000001,England,nation,07/07/2021,65_69,333,1761,63,
E92000001,England,nation,07/07/2021,70_74,226,1362,49,
E92000001,England,nation,07/07/2021,75_79,147,852,43.9,
E92000001,England,nation,07/07/2021,80_84,86,503,34.9,
E92000001,England,nation,07/07/2021,85_89,54,323,36.7,
E92000001,England,nation,07/07/2021,90+,39,200,38.7,
E92000001,England,nation,07/07/2021,unassigned,16,72,,
E92000001,England,nation,06/07/2021,00_04,552,3199,97,
E92000001,England,nation,06/07/2021,00_59,29509,162761,380.1,
E92000001,England,nation,06/07/2021,05_09,1688,9834,277.9,
E92000001,England,nation,06/07/2021,10_14,3212,18557,553.2,
E92000001,England,nation,06/07/2021,15_19,4126,23323,754.7,
E92000001,England,nation,06/07/2021,20_24,5086,30131,863.9,
E92000001,England,nation,06/07/2021,25_29,4026,20163,530.4,
E92000001,England,nation,06/07/2021,30_34,2928,14722,386.6,
E92000001,England,nation,06/07/2021,35_39,2282,11969,320.6,
E92000001,England,nation,06/07/2021,40_44,1885,10277,301,
E92000001,England,nation,06/07/2021,45_49,1590,8686,233.8,
E92000001,England,nation,06/07/2021,50_54,1262,6915,177,
E92000001,England,nation,06/07/2021,55_59,872,4985,135.8,
E92000001,England,nation,06/07/2021,60+,1384,7620,56.6,
E92000001,England,nation,06/07/2021,60_64,524,2933,94.3,
E92000001,England,nation,06/07/2021,65_69,286,1632,58.4,
E92000001,England,nation,06/07/2021,70_74,239,1287,46.3,
E92000001,England,nation,06/07/2021,75_79,144,796,41,
E92000001,England,nation,06/07/2021,80_84,85,485,33.7,
E92000001,England,nation,06/07/2021,85_89,61,296,33.6,
E92000001,England,nation,06/07/2021,90+,45,191,36.9,
E92000001,England,nation,06/07/2021,unassigned,17,67,,
E92000001,England,nation,05/07/2021,00_04,553,3109,94.2,
E92000001,England,nation,05/07/2021,00_59,28123,154951,361.9,
E92000001,England,nation,05/07/2021,05_09,1830,9508,268.7,
E92000001,England,nation,05/07/2021,10_14,3446,17809,530.9,
E92000001,England,nation,05/07/2021,15_19,3960,22329,722.6,
E92000001,England,nation,05/07/2021,20_24,4789,29637,849.7,
E92000001,England,nation,05/07/2021,25_29,3444,18759,493.5,
E92000001,England,nation,05/07/2021,30_34,2655,13613,357.5,
E92000001,England,nation,05/07/2021,35_39,2141,11153,298.7,
E92000001,England,nation,05/07/2021,40_44,1763,9673,283.3,
E92000001,England,nation,05/07/2021,45_49,1477,8150,219.3,
E92000001,England,nation,05/07/2021,50_54,1218,6486,166,
E92000001,England,nation,05/07/2021,55_59,847,4725,128.7,
E92000001,England,nation,05/07/2021,60+,1327,7195,53.4,
E92000001,England,nation,05/07/2021,60_64,514,2770,89,
E92000001,England,nation,05/07/2021,65_69,292,1569,56.1,
E92000001,England,nation,05/07/2021,70_74,226,1193,42.9,
E92000001,England,nation,05/07/2021,75_79,131,756,39,
E92000001,England,nation,05/07/2021,80_84,85,461,32,
E92000001,England,nation,05/07/2021,85_89,50,273,31,
E92000001,England,nation,05/07/2021,90+,29,173,33.4,
E92000001,England,nation,05/07/2021,unassigned,9,61,,
E92000001,England,nation,04/07/2021,00_04,371,3023,91.6,
E92000001,England,nation,04/07/2021,00_59,20336,148792,347.5,
E92000001,England,nation,04/07/2021,05_09,1153,9199,260,
E92000001,England,nation,04/07/2021,10_14,2740,17122,510.5,
E92000001,England,nation,04/07/2021,15_19,2938,21523,696.5,
E92000001,England,nation,04/07/2021,20_24,3423,29422,843.6,
E92000001,England,nation,04/07/2021,25_29,2353,17696,465.5,
E92000001,England,nation,04/07/2021,30_34,1822,12642,332,
E92000001,England,nation,04/07/2021,35_39,1474,10430,279.4,
E92000001,England,nation,04/07/2021,40_44,1323,9268,271.4,
E92000001,England,nation,04/07/2021,45_49,1139,7812,210.2,
E92000001,England,nation,04/07/2021,50_54,921,6172,158,
E92000001,England,nation,04/07/2021,55_59,679,4483,122.1,
E92000001,England,nation,04/07/2021,60+,956,6750,50.1,
E92000001,England,nation,04/07/2021,60_64,375,2581,82.9,
E92000001,England,nation,04/07/2021,65_69,211,1474,52.7,
E92000001,England,nation,04/07/2021,70_74,168,1121,40.3,
E92000001,England,nation,04/07/2021,75_79,91,715,36.8,
E92000001,England,nation,04/07/2021,80_84,53,436,30.3,
E92000001,England,nation,04/07/2021,85_89,43,259,29.4,
E92000001,England,nation,04/07/2021,90+,15,164,31.7,
E92000001,England,nation,04/07/2021,unassigned,4,64,,
E92000001,England,nation,03/07/2021,00_04,396,2916,88.4,
E92000001,England,nation,03/07/2021,00_59,19163,142867,333.6,
E92000001,England,nation,03/07/2021,05_09,1090,8892,251.3,
E92000001,England,nation,03/07/2021,10_14,2082,16281,485.4,
E92000001,England,nation,03/07/2021,15_19,2896,20745,671.3,
E92000001,England,nation,03/07/2021,20_24,3615,29042,832.7,
E92000001,England,nation,03/07/2021,25_29,2330,16906,444.7,
E92000001,England,nation,03/07/2021,30_34,1668,11948,313.8,
E92000001,England,nation,03/07/2021,35_39,1447,9911,265.5,
E92000001,England,nation,03/07/2021,40_44,1203,8769,256.8,
E92000001,England,nation,03/07/2021,45_49,1002,7395,199,
E92000001,England,nation,03/07/2021,50_54,812,5849,149.7,
E92000001,England,nation,03/07/2021,55_59,622,4213,114.8,
E92000001,England,nation,03/07/2021,60+,955,6417,47.7,
E92000001,England,nation,03/07/2021,60_64,366,2444,78.5,
E92000001,England,nation,03/07/2021,65_69,198,1379,49.3,
E92000001,England,nation,03/07/2021,70_74,167,1078,38.8,
E92000001,England,nation,03/07/2021,75_79,114,694,35.8,
E92000001,England,nation,03/07/2021,80_84,63,423,29.4,
E92000001,England,nation,03/07/2021,85_89,24,230,26.1,
E92000001,England,nation,03/07/2021,90+,23,169,32.7,
E92000001,England,nation,03/07/2021,unassigned,4,63,,
E92000001,England,nation,02/07/2021,00_04,431,2778,84.2,
E92000001,England,nation,02/07/2021,00_59,20635,136316,318.3,
E92000001,England,nation,02/07/2021,05_09,1316,8577,242.4,
E92000001,England,nation,02/07/2021,10_14,2290,15573,464.3,
E92000001,England,nation,02/07/2021,15_19,2917,19712,637.9,
E92000001,England,nation,02/07/2021,20_24,4049,28168,807.6,
E92000001,England,nation,02/07/2021,25_29,2485,16092,423.3,
E92000001,England,nation,02/07/2021,30_34,1773,11276,296.1,
E92000001,England,nation,02/07/2021,35_39,1445,9289,248.8,
E92000001,England,nation,02/07/2021,40_44,1297,8318,243.6,
E92000001,England,nation,02/07/2021,45_49,1083,7030,189.2,
E92000001,England,nation,02/07/2021,50_54,874,5543,141.9,
E92000001,England,nation,02/07/2021,55_59,675,3960,107.9,
E92000001,England,nation,02/07/2021,60+,1052,6012,44.6,
E92000001,England,nation,02/07/2021,60_64,395,2306,74.1,
E92000001,England,nation,02/07/2021,65_69,230,1279,45.7,
E92000001,England,nation,02/07/2021,70_74,175,993,35.7,
E92000001,England,nation,02/07/2021,75_79,117,654,33.7,
E92000001,England,nation,02/07/2021,80_84,65,399,27.7,
E92000001,England,nation,02/07/2021,85_89,43,227,25.8,
E92000001,England,nation,02/07/2021,90+,27,154,29.8,
E92000001,England,nation,02/07/2021,unassigned,8,59,,
E92000001,England,nation,01/07/2021,00_04,438,2629,79.7,
E92000001,England,nation,01/07/2021,00_59,22556,129589,302.6,
E92000001,England,nation,01/07/2021,05_09,1337,8142,230.1,
E92000001,England,nation,01/07/2021,10_14,2334,14746,439.6,
E92000001,England,nation,01/07/2021,15_19,3293,18861,610.3,
E92000001,England,nation,01/07/2021,20_24,4680,27271,781.9,
E92000001,England,nation,01/07/2021,25_29,2755,15200,399.9,
E92000001,England,nation,01/07/2021,30_34,1974,10581,277.9,
E92000001,England,nation,01/07/2021,35_39,1547,8750,234.4,
E92000001,England,nation,01/07/2021,40_44,1346,7856,230.1,
E92000001,England,nation,01/07/2021,45_49,1202,6671,179.5,
E92000001,England,nation,01/07/2021,50_54,981,5187,132.7,
E92000001,England,nation,01/07/2021,55_59,669,3695,100.7,
E92000001,England,nation,01/07/2021,60+,1012,5545,41.2,
E92000001,England,nation,01/07/2021,60_64,396,2122,68.2,
E92000001,England,nation,01/07/2021,65_69,211,1171,41.9,
E92000001,England,nation,01/07/2021,70_74,161,912,32.8,
E92000001,England,nation,01/07/2021,75_79,108,612,31.5,
E92000001,England,nation,01/07/2021,80_84,66,385,26.7,
E92000001,England,nation,01/07/2021,85_89,48,207,23.5,
E92000001,England,nation,01/07/2021,90+,22,136,26.3,
E92000001,England,nation,01/07/2021,unassigned,14,57,,
E92000001,England,nation,30/06/2021,00_04,458,2503,75.9,
E92000001,England,nation,30/06/2021,00_59,22439,121134,282.9,
E92000001,England,nation,30/06/2021,05_09,1420,7630,215.6,
E92000001,England,nation,30/06/2021,10_14,2453,13856,413.1,
E92000001,England,nation,30/06/2021,15_19,3193,17639,570.8,
E92000001,England,nation,30/06/2021,20_24,4489,25577,733.3,
E92000001,England,nation,30/06/2021,25_29,2770,14252,374.9,
E92000001,England,nation,30/06/2021,30_34,1902,9766,256.5,
E92000001,England,nation,30/06/2021,35_39,1633,8167,218.7,
